z,n,name,betaMinus,betaMinusUncertainty,electronCapture,electronCaptureUncertainty,positronEmission,positronEmissionUncertainty,bindingEnergy,bindingEnergyUncertainty,bindingEnergyLDMFit,bindingEnergyLDMFitUncertainty
13,26,39Al,1.91E+4,3.29E+2,-2.12E+4,5.94E+2,-2.23E+4,5.94E+2,7.26E+3,8.00,-2.00E+2,8.00
13,27,40Al,2.31E+4,3.24E+2,-2.07E+4,5.83E+2,-2.17E+4,5.83E+2,7.09E+3,7.00,-2.77E+2,7.00
13,24,37Al,1.63E+4,2.13E+2,-1.84E+4,7.21E+2,-1.94E+4,7.21E+2,7.53E+3,4.87,-9.95E+1,4.87
13,25,38Al,2.06E+4,1.83E+2,-1.76E+4,5.25E+2,-1.86E+4,5.25E+2,7.37E+3,4.00,-1.74E+2,4.00
13,28,41Al,2.13E+4,5.00E+2,-2.35E+4,6.40E+2,-2.45E+4,6.40E+2,6.98E+3,1.00E+1,-3.06E+2,1.00E+1
13,29,42Al,2.51E+4,5.83E+2,,,,,6.82E+3,1.20E+1,-3.95E+2,1.20E+1
13,30,43Al,2.39E+4,7.21E+2,,,,,6.71E+3,1.40E+1,-4.29E+2,1.40E+1
13,11,24Al,-1.07E+4,1.94E+1,1.38E+4,2.28E-1,1.28E+4,2.28E-1,7.64E+3,9.50E-3,1.04E+1,9.50E-3
13,11,24Al,-1.07E+4,1.94E+1,1.38E+4,2.28E-1,1.28E+4,2.28E-1,7.64E+3,9.50E-3,1.04E+1,9.50E-3
13,12,25Al,-1.27E+4,1.00E+1,4.27E+3,4.46E-2,3.25E+3,4.46E-2,8.02E+3,2.60E-3,3.94E+1,2.60E-3
13,10,23Al,-1.72E+4,5.00E+2,1.22E+4,3.46E-1,1.11E+4,3.46E-1,7.33E+3,1.50E-2,8.17,1.50E-2
13,15,28Al,4.64E+3,4.86E-2,-1.83E+3,2.65E-1,-2.85E+3,2.65E-1,8.30E+3,1.80E-3,3.46E+1,1.80E-3
13,16,29Al,3.68E+3,3.44E-1,-7.59E+3,4.87E-1,-8.61E+3,4.87E-1,8.34E+3,1.19E-2,7.88E+1,1.19E-2
13,13,26Al,-5.06E+3,8.49E-2,4.00E+3,6.29E-2,2.98E+3,6.29E-2,8.14E+3,2.60E-3,1.55E+1,2.60E-3
13,13,26Al,-5.06E+3,8.49E-2,4.00E+3,6.29E-2,2.98E+3,6.29E-2,8.14E+3,2.60E-3,1.55E+1,2.60E-3
13,14,27Al,-4.81E+3,9.64E-2,-2.61E+3,6.69E-2,-3.63E+3,6.69E-2,8.33E+3,1.80E-3,4.31E+1,1.80E-3
13,19,32Al,1.29E+4,7.17,-1.02E+4,7.87,-1.12E+4,7.87,8.10E+3,2.24E-1,3.72E+1,2.24E-1
13,17,30Al,8.56E+3,1.93,-6.98E+3,2.32,-8.00E+3,2.32,8.26E+3,6.45E-2,4.96E+1,6.45E-2
13,18,31Al,7.99E+3,2.23,-1.18E+4,3.80,-1.28E+4,3.80,8.22E+3,7.21E-2,8.34E+1,7.21E-2
14,30,44Si,1.82E+4,6.40E+2,,,,,7.15E+3,1.10E+1,-3.33E+2,1.10E+1
14,12,26Si,-1.81E+4,1.96E+2,5.06E+3,8.49E-2,4.04E+3,8.49E-2,7.92E+3,4.10E-3,3.95E+1,4.10E-3
14,13,27Si,-1.17E+4,9.00,4.81E+3,9.64E-2,3.79E+3,9.64E-2,8.12E+3,4.00E-3,1.43E+1,4.00E-3
14,10,24Si,-2.32E+4,5.01E+2,1.07E+4,1.94E+1,9.77E+3,1.94E+1,7.16E+3,8.11E-1,-5.93E+1,8.11E-1
14,11,25Si,-1.63E+4,4.00E+2,1.27E+4,1.00E+1,1.17E+4,1.00E+1,7.48E+3,4.00E-1,2.14E+1,4.00E-1
14,16,30Si,-4.23E+3,6.15E-2,-8.56E+3,1.93,-9.59E+3,1.93,8.52E+3,8.00E-4,4.38E+1,8.00E-4
14,17,31Si,1.49E+3,4.34E-2,-7.99E+3,2.23,-9.02E+3,2.23,8.45E+3,1.40E-3,4.12E+1,1.40E-3
14,14,28Si,-1.43E+4,1.14,-4.64E+3,4.86E-2,-5.66E+3,4.86E-2,8.44E+3,2.00E-4,-4.42E+1,2.00E-4
14,15,29Si,-4.94E+3,3.58E-1,-3.68E+3,3.44E-1,-4.70E+3,3.44E-1,8.44E+3,2.00E-4,-1.48E+1,2.00E-4
14,18,32Si,2.27E+2,3.00E-1,-1.29E+4,7.17,-1.40E+4,7.17,8.48E+3,9.29E-3,5.70E+1,9.29E-3
14,19,33Si,5.82E+3,1.29,-1.20E+4,7.02,-1.30E+4,7.02,8.36E+3,2.12E-2,4.97E+1,2.12E-2
14,23,37Si,1.24E+4,1.19E+2,-1.63E+4,2.13E+2,-1.74E+4,2.13E+2,7.95E+3,3.07,2.81,3.07
14,24,38Si,1.04E+4,1.27E+2,-2.06E+4,1.83E+2,-2.16E+4,1.83E+2,7.89E+3,2.75,-3.41E+1,2.75
14,21,35Si,1.04E+4,3.59E+1,-1.41E+4,3.66E+1,-1.51E+4,3.66E+1,8.16E+3,1.02,4.83E+1,1.02
14,22,36Si,7.81E+3,7.29E+1,-1.83E+4,1.65E+2,-1.94E+4,1.65E+2,8.11E+3,1.99,3.79E+1,1.99
14,27,41Si,1.81E+4,3.23E+2,-2.13E+4,5.00E+2,-2.24E+4,5.00E+2,7.48E+3,7.00,-1.69E+2,7.00
14,28,42Si,1.57E+4,3.15E+2,-2.51E+4,5.83E+2,-2.61E+4,5.83E+2,7.41E+3,7.00,-2.27E+2,7.00
14,25,39Si,1.50E+4,1.76E+2,-1.91E+4,3.29E+2,-2.01E+4,3.29E+2,7.73E+3,3.47,-8.27E+1,3.47
14,26,40Si,1.38E+4,1.47E+2,-2.31E+4,3.24E+2,-2.41E+4,3.24E+2,7.65E+3,3.04,-1.24E+2,3.04
14,20,34Si,4.55E+3,1.13,-1.69E+4,2.25,-1.80E+4,2.25,8.33E+3,2.36E-2,4.94E+1,2.36E-2
14,29,43Si,1.92E+4,5.00E+2,-2.39E+4,7.21E+2,-2.49E+4,7.21E+2,7.25E+3,9.00,-2.91E+2,9.00
14,9,23Si,,,1.72E+4,5.00E+2,1.61E+4,5.00E+2,6.55E+3,2.20E+1,-2.05E+2,2.20E+1
14,8,22Si,,,1.54E+4,6.41E+2,1.44E+4,6.41E+2,6.04E+3,2.30E+1,-4.26E+2,2.30E+1
15,25,40P,1.46E+4,8.37E+1,-1.38E+4,1.47E+2,-1.48E+4,1.47E+2,7.98E+3,2.09,-5.79E+1,2.09
15,24,39P,1.03E+4,1.23E+2,-1.50E+4,1.76E+2,-1.61E+4,1.76E+2,8.09E+3,2.88,6.07,2.88
15,23,38P,1.22E+4,7.29E+1,-1.04E+4,1.27E+2,-1.14E+4,1.27E+2,8.14E+3,1.91,2.54E+1,1.91
15,22,37P,7.90E+3,3.79E+1,-1.24E+4,1.19E+2,-1.34E+4,1.19E+2,8.26E+3,1.02,6.47E+1,1.02
15,29,44P,2.03E+4,4.00E+2,-1.82E+4,6.40E+2,-1.92E+4,6.40E+2,7.55E+3,9.00,-2.25E+2,9.00
15,28,43P,1.72E+4,3.00E+2,-1.92E+4,5.00E+2,-2.03E+4,5.00E+2,7.68E+3,7.00,-1.53E+2,7.00
15,27,42P,1.87E+4,9.50E+1,-1.57E+4,3.15E+2,-1.67E+4,3.15E+2,7.76E+3,2.26,-1.29E+2,2.26
15,26,41P,1.40E+4,1.20E+2,-1.81E+4,3.23E+2,-1.92E+4,3.23E+2,7.90E+3,2.93,-7.60E+1,2.93
15,21,36P,1.04E+4,1.31E+1,-7.81E+3,7.29E+1,-8.83E+3,7.29E+1,8.30E+3,3.64E-1,5.85E+1,3.64E-1
15,20,35P,3.98E+3,1.86,-1.04E+4,3.59E+1,-1.14E+4,3.59E+1,8.44E+3,5.33E-2,4.75E+1,5.33E-2
15,32,47P,2.16E+4,7.21E+2,,,,,7.20E+3,1.30E+1,-3.36E+2,1.30E+1
15,31,46P,2.22E+4,6.40E+2,,,,,7.32E+3,1.10E+1,-3.19E+2,1.10E+1
15,30,45P,1.93E+4,5.83E+2,-2.11E+4,7.81E+2,-2.21E+4,7.81E+2,7.45E+3,1.10E+1,-2.50E+2,1.10E+1
15,14,29P,-1.38E+4,1.30E+1,4.94E+3,3.58E-1,3.92E+3,3.58E-1,8.25E+3,1.24E-2,-4.79E+1,1.24E-2
15,13,28P,-1.12E+4,1.60E+2,1.43E+4,1.14,1.33E+4,1.14,7.90E+3,4.10E-2,-2.94E+1,4.10E-2
15,12,27P,-1.81E+4,4.00E+2,1.17E+4,9.00,1.07E+4,9.00,7.66E+3,3.33E-1,-3.09E+1,3.33E-1
15,11,26P,-1.67E+4,6.31E+2,1.81E+4,1.96E+2,1.70E+4,1.96E+2,7.19E+3,8.00,-9.75E+1,8.00
15,18,33P,2.48E+2,1.09,-5.82E+3,1.29,-6.84E+3,1.29,8.51E+3,3.30E-2,4.43E+1,3.30E-2
15,17,32P,1.71E+3,4.00E-2,-2.27E+2,3.00E-1,-1.24E+3,3.00E-1,8.46E+3,1.30E-3,9.28,1.30E-3
15,16,31P,-5.39E+3,2.29E-1,-1.49E+3,4.34E-2,-2.51E+3,4.34E-2,8.48E+3,2.00E-4,9.35E-1,2.00E-4
15,15,30P,-6.14E+3,1.95E-1,4.23E+3,6.15E-2,3.21E+3,6.15E-2,8.35E+3,2.20E-3,-5.50E+1,2.20E-3
15,10,25P,,,1.63E+4,4.00E+2,1.53E+4,4.00E+2,6.79E+3,1.60E+1,-1.68E+2,1.60E+1
15,19,34P,5.38E+3,8.11E-1,-4.55E+3,1.13,-5.57E+3,1.13,8.44E+3,2.38E-2,3.05E+1,2.38E-2
16,33,49S,1.96E+4,7.07E+2,,,,,7.40E+3,1.20E+1,-2.89E+2,1.20E+1
16,32,48S,1.66E+4,7.07E+2,,,,,7.55E+3,1.00E+1,-2.50E+2,1.00E+1
16,31,47S,1.67E+4,4.47E+2,-2.16E+4,7.21E+2,-2.26E+4,7.21E+2,7.65E+3,9.00,-2.35E+2,9.00
16,30,46S,1.43E+4,4.11E+2,-2.22E+4,6.40E+2,-2.32E+4,6.40E+2,7.78E+3,9.00,-1.79E+2,9.00
16,15,31S,-1.20E+4,3.45,5.39E+3,2.29E-1,4.37E+3,2.29E-1,8.28E+3,7.40E-3,-2.51E+1,7.40E-3
16,14,30S,-1.87E+4,2.38E+1,6.14E+3,1.95E-1,5.11E+3,1.95E-1,8.12E+3,6.90E-3,-1.40E+1,6.90E-3
16,13,29S,-1.71E+4,1.89E+2,1.38E+4,1.30E+1,1.28E+4,1.30E+1,7.74E+3,4.49E-1,-1.05E+1,4.49E-1
16,12,28S,-2.41E+4,5.25E+2,1.12E+4,1.60E+2,1.01E+4,1.60E+2,7.47E+3,5.71,-4.93E+1,5.71
16,19,35S,1.67E+2,2.57E-2,-3.98E+3,1.86,-5.01E+3,1.86,8.53E+3,1.19E-3,6.77E+1,1.19E-3
16,18,34S,-5.49E+3,3.78E-2,-5.38E+3,8.11E-1,-6.40E+3,8.11E-1,8.58E+3,1.30E-3,6.06E+1,1.30E-3
16,17,33S,-5.58E+3,3.90E-1,-2.48E+2,1.09,-1.27E+3,1.09,8.49E+3,2.00E-4,2.38E+1,2.00E-4
16,16,32S,-1.26E+4,5.61E-1,-1.71E+3,4.00E-2,-2.73E+3,4.00E-2,8.49E+3,2.00E-4,-9.78,2.00E-4
16,11,27S,,,1.81E+4,4.00E+2,1.71E+4,4.00E+2,6.96E+3,1.50E+1,-1.10E+2,1.50E+1
16,10,26S,,,1.67E+4,6.31E+2,1.56E+4,6.31E+2,6.52E+3,2.30E+1,-2.12E+2,2.30E+1
16,26,42S,7.19E+3,5.96E+1,-1.87E+4,9.50E+1,-1.97E+4,9.50E+1,8.19E+3,6.65E-2,-3.71E+1,6.65E-2
16,25,41S,8.29E+3,6.88E+1,-1.40E+4,1.20E+2,-1.50E+4,1.20E+2,8.22E+3,1.00E-1,-1.42,1.00E-1
16,24,40S,4.71E+3,3.23E+1,-1.46E+4,8.37E+1,-1.57E+4,8.37E+1,8.32E+3,9.95E-2,5.33E+1,9.95E-2
16,23,39S,6.63E+3,5.00E+1,-1.03E+4,1.23E+2,-1.14E+4,1.23E+2,8.34E+3,1.28,8.26E+1,1.28
16,29,45S,1.49E+4,3.29E+2,-1.93E+4,5.83E+2,-2.03E+4,5.83E+2,7.86E+3,7.00,-1.56E+2,7.00
16,28,44S,1.12E+4,8.57E+1,-2.03E+4,4.00E+2,-2.13E+4,4.00E+2,7.99E+3,1.18E-1,-1.03E+2,1.18E-1
16,27,43S,1.19E+4,6.20E+1,-1.72E+4,3.00E+2,-1.82E+4,3.00E+2,8.06E+3,1.15E-1,-7.90E+1,1.15E-1
16,22,38S,2.93E+3,7.17,-1.22E+4,7.29E+1,-1.32E+4,7.29E+1,8.44E+3,1.88E-1,1.07E+2,1.88E-1
16,21,37S,4.86E+3,1.96E-1,-7.90E+3,3.79E+1,-8.92E+3,3.79E+1,8.45E+3,5.40E-3,1.01E+2,5.40E-3
16,20,36S,-1.14E+3,1.89E-1,-1.04E+4,1.31E+1,-1.14E+4,1.31E+1,8.57E+3,5.20E-3,7.82E+1,5.20E-3
17,28,45Cl,1.15E+4,1.36E+2,-1.49E+4,3.29E+2,-1.59E+4,3.29E+2,8.18E+3,3.02,-6.59E+1,3.02
17,29,46Cl,1.60E+4,9.72E+1,-1.43E+4,4.11E+2,-1.53E+4,4.11E+2,8.08E+3,2.11,-1.24E+2,2.11
17,24,41Cl,5.76E+3,6.87E+1,-8.29E+3,6.88E+1,-9.32E+3,6.88E+1,8.41E+3,1.67,9.23E+1,1.67
17,25,42Cl,9.59E+3,5.98E+1,-7.19E+3,5.96E+1,-8.21E+3,5.96E+1,8.34E+3,1.41,3.44E+1,1.41
17,26,43Cl,7.85E+3,6.20E+1,-1.19E+4,6.20E+1,-1.29E+4,6.20E+1,8.32E+3,1.43,8.51,1.43
17,27,44Cl,1.21E+4,8.55E+1,-1.12E+4,8.57E+1,-1.22E+4,8.57E+1,8.23E+3,1.94,-4.78E+1,1.94
17,20,37Cl,-8.13E+2,2.00E-1,-4.86E+3,1.96E-1,-5.88E+3,1.96E-1,8.57E+3,1.40E-3,7.34E+1,1.40E-3
17,21,38Cl,4.91E+3,2.18E-1,-2.93E+3,7.17,-3.95E+3,7.17,8.50E+3,2.60E-3,8.49E+1,2.60E-3
17,21,38Cl,4.91E+3,2.18E-1,-2.93E+3,7.17,-3.95E+3,7.17,8.50E+3,2.60E-3,8.49E+1,2.60E-3
17,22,39Cl,3.44E+3,5.29,-6.63E+3,5.00E+1,-7.65E+3,5.00E+1,8.49E+3,4.44E-2,1.22E+2,4.44E-2
17,23,40Cl,7.48E+3,3.20E+1,-4.71E+3,3.23E+1,-5.74E+3,3.23E+1,8.42E+3,8.01E-1,9.39E+1,8.01E-1
17,35,52Cl,2.37E+4,9.22E+2,,,,,7.38E+3,1.30E+1,-2.46E+2,1.30E+1
17,31,48Cl,1.80E+4,5.00E+2,-1.66E+4,7.07E+2,-1.76E+4,7.07E+2,7.88E+3,1.00E+1,-1.83E+2,1.00E+1
17,32,49Cl,1.78E+4,5.65E+2,-1.96E+4,7.07E+2,-2.06E+4,7.07E+2,7.78E+3,8.00,-1.85E+2,8.00
17,33,50Cl,2.09E+4,6.40E+2,,,,,7.65E+3,8.00,-2.26E+2,8.00
17,34,51Cl,2.07E+4,8.06E+2,,,,,7.53E+3,1.40E+1,-2.13E+2,1.40E+1
17,30,47Cl,1.57E+4,2.00E+2,-1.67E+4,4.47E+2,-1.78E+4,4.47E+2,7.99E+3,4.00,-1.23E+2,4.00
17,17,34Cl,-6.06E+3,6.31E-2,5.49E+3,3.78E-2,4.46E+3,3.78E-2,8.39E+3,1.40E-3,-1.01E+1,1.40E-3
17,17,34Cl,-6.06E+3,6.31E-2,5.49E+3,3.78E-2,4.46E+3,3.78E-2,8.39E+3,1.40E-3,-1.01E+1,1.40E-3
17,18,35Cl,-5.96E+3,6.79E-1,-1.67E+2,2.57E-2,-1.18E+3,2.57E-2,8.52E+3,1.00E-3,3.29E+1,1.00E-3
17,19,36Cl,7.09E+2,4.49E-2,1.14E+3,1.89E-1,1.20E+2,1.89E-1,8.52E+3,1.00E-3,3.69E+1,1.00E-3
17,13,30Cl,-1.73E+4,1.80E+2,1.87E+4,2.38E+1,1.77E+4,2.38E+1,7.47E+3,7.95E-1,-7.31E+1,7.95E-1
17,14,31Cl,-1.83E+4,2.00E+2,1.20E+4,3.45,1.09E+4,3.45,7.86E+3,1.11E-1,-4.59E+1,1.11E-1
17,15,32Cl,-1.11E+4,1.85,1.26E+4,5.61E-1,1.16E+4,5.61E-1,8.07E+3,1.76E-2,-4.51E+1,1.76E-2
17,16,33Cl,-1.16E+4,5.59E-1,5.58E+3,3.90E-1,4.56E+3,3.90E-1,8.30E+3,1.18E-2,-4.08,1.18E-2
17,11,28Cl,,,2.41E+4,5.25E+2,2.31E+4,5.25E+2,6.58E+3,1.80E+1,-1.90E+2,1.80E+1
17,12,29Cl,-2.39E+4,4.78E+2,1.71E+4,1.89E+2,1.60E+4,1.89E+2,7.12E+3,7.00,-9.76E+1,7.00
18,36,54Ar,1.77E+4,8.94E+2,,,,,7.57E+3,1.50E+1,-1.84E+2,1.50E+1
18,32,50Ar,1.24E+4,5.00E+2,-2.09E+4,6.40E+2,-2.19E+4,6.40E+2,8.05E+3,1.00E+1,-1.36E+2,1.00E+1
18,33,51Ar,1.60E+4,4.00E+2,-2.07E+4,8.06E+2,-2.18E+4,8.06E+2,7.92E+3,8.00,-1.64E+2,8.00
18,34,52Ar,1.57E+4,6.01E+2,-2.37E+4,9.22E+2,-2.47E+4,9.22E+2,7.82E+3,1.20E+1,-1.65E+2,1.20E+1
18,35,53Ar,1.90E+4,7.08E+2,,,,,7.67E+3,1.30E+1,-1.80E+2,1.30E+1
18,30,48Ar,9.92E+3,1.67E+1,-1.80E+4,5.00E+2,-1.90E+4,5.00E+2,8.24E+3,3.49E-1,-8.86E+1,3.49E-1
18,31,49Ar,1.25E+4,4.00E+2,-1.78E+4,5.65E+2,-1.88E+4,5.65E+2,8.13E+3,8.00,-1.28E+2,8.00
18,18,36Ar,-1.28E+4,3.25E-1,-7.09E+2,4.49E-2,-1.73E+3,4.49E-2,8.51E+3,8.00E-4,1.55E+1,8.00E-4
18,19,37Ar,-6.14E+3,2.27E-1,8.13E+2,2.00E-1,-2.08E+2,2.00E-1,8.52E+3,5.60E-3,5.13E+1,5.60E-3
18,14,32Ar,-2.41E+4,4.00E+2,1.11E+4,1.85,1.01E+4,1.85,7.70E+3,5.53E-2,-5.37E+1,5.53E-2
18,15,33Ar,-1.69E+4,2.00E+2,1.16E+4,5.59E-1,1.05E+4,5.59E-1,7.92E+3,1.21E-2,-3.31E+1,1.21E-2
18,16,34Ar,-1.71E+4,1.96E+2,6.06E+3,6.31E-2,5.03E+3,6.31E-2,8.19E+3,2.30E-3,9.25,2.30E-3
18,17,35Ar,-1.18E+4,8.51E-1,5.96E+3,6.79E-1,4.94E+3,6.79E-1,8.32E+3,1.94E-2,9.24,1.94E-2
18,11,29Ar,,,2.39E+4,4.78E+2,2.29E+4,4.78E+2,6.27E+3,1.50E+1,-1.86E+2,1.50E+1
18,12,30Ar,,,1.73E+4,1.80E+2,1.63E+4,1.80E+2,6.86E+3,6.00,-1.00E+2,6.00
18,13,31Ar,-2.29E+4,3.61E+2,1.83E+4,2.00E+2,1.73E+4,2.00E+2,7.25E+3,6.00,-7.02E+1,6.00
18,29,47Ar,1.03E+4,1.84,-1.57E+4,2.00E+2,-1.68E+4,2.00E+2,8.31E+3,2.58E-2,-8.45E+1,2.58E-2
18,25,43Ar,4.56E+3,5.32,-7.85E+3,6.20E+1,-8.87E+3,6.20E+1,8.48E+3,1.23E-1,8.17E+1,1.23E-1
18,26,44Ar,3.10E+3,1.63,-1.21E+4,8.55E+1,-1.32E+4,8.55E+1,8.49E+3,3.60E-2,4.92E+1,3.60E-2
18,27,45Ar,6.84E+3,7.31E-1,-1.15E+4,1.36E+2,-1.25E+4,1.36E+2,8.41E+3,1.14E-2,-1.19E-1,1.14E-2
18,28,46Ar,5.64E+3,2.43,-1.60E+4,9.72E+1,-1.70E+4,9.72E+1,8.41E+3,5.06E-2,-4.52E+1,5.06E-2
18,21,39Ar,5.65E+2,5.00,-3.44E+3,5.29,-4.46E+3,5.29,8.56E+3,1.28E-1,1.11E+2,1.28E-1
18,22,40Ar,-1.50E+3,5.59E-2,-7.48E+3,3.20E+1,-8.50E+3,3.20E+1,8.59E+3,2.00E-4,1.32E+2,2.00E-4
18,23,41Ar,2.49E+3,3.47E-1,-5.76E+3,6.87E+1,-6.78E+3,6.87E+1,8.53E+3,8.50E-3,1.27E+2,8.50E-3
18,24,42Ar,5.99E+2,5.77,-9.59E+3,5.98E+1,-1.06E+4,5.98E+1,8.55E+3,1.37E-1,1.13E+2,1.37E-1
18,20,38Ar,-5.91E+3,4.48E-2,-4.91E+3,2.18E-1,-5.93E+3,2.18E-1,8.61E+3,5.10E-3,7.97E+1,5.10E-3
19,40,59K,2.29E+4,1.00E+3,,,,,7.33E+3,1.40E+1,-1.88E+2,1.40E+1
19,27,46K,7.72E+3,2.34,-5.64E+3,2.43,-6.66E+3,2.43,8.51E+3,1.58E-2,6.98,1.58E-2
19,26,45K,4.19E+3,6.36E-1,-6.84E+3,7.31E-1,-7.86E+3,7.31E-1,8.55E+3,1.15E-2,6.86E+1,1.15E-2
19,29,48K,1.19E+4,7.73E-1,-9.92E+3,1.67E+1,-1.09E+4,1.67E+1,8.43E+3,1.61E-2,-5.92E+1,1.61E-2
19,28,47K,6.63E+3,2.62,-1.03E+4,1.84,-1.13E+4,1.84,8.51E+3,2.97E-2,-2.16E+1,2.97E-2
19,23,42K,3.52E+3,1.82E-1,-5.99E+2,5.77,-1.62E+3,5.77,8.55E+3,2.50E-3,1.12E+2,2.50E-3
19,22,41K,-4.21E+2,1.37E-1,-2.49E+3,3.47E-1,-3.51E+3,3.47E-1,8.57E+3,3.00E-4,1.21E+2,3.00E-4
19,25,44K,5.68E+3,5.30E-1,-3.10E+3,1.63,-4.13E+3,1.63,8.54E+3,9.50E-3,7.99E+1,9.50E-3
19,24,43K,1.83E+3,4.68E-1,-4.56E+3,5.32,-5.58E+3,5.32,8.57E+3,9.50E-3,1.21E+2,9.50E-3
19,21,40K,1.31E+3,5.96E-2,1.50E+3,5.59E-2,4.82E+2,5.59E-2,8.53E+3,1.40E-3,7.56E+1,1.40E-3
19,20,39K,-6.52E+3,5.96E-1,-5.65E+2,5.00,-1.58E+3,5.00,8.55E+3,3.00E-4,4.10E+1,3.00E-4
19,38,57K,2.06E+4,7.21E+2,,,,,7.56E+3,1.10E+1,-1.60E+2,1.10E+1
19,37,56K,2.14E+4,6.50E+2,,,,,7.66E+3,1.10E+1,-1.63E+2,1.10E+1
19,34,53K,1.70E+4,1.20E+2,-1.90E+4,7.08E+2,-2.01E+4,7.08E+2,8.02E+3,2.10,-1.28E+2,2.10
19,33,52K,1.71E+4,3.35E+1,-1.57E+4,6.01E+2,-1.67E+4,6.01E+2,8.11E+3,6.44E-1,-1.38E+2,6.44E-1
19,36,55K,1.91E+4,5.25E+2,,,,,7.79E+3,9.00,-1.38E+2,9.00
19,35,54K,2.00E+4,4.03E+2,-1.77E+4,8.94E+2,-1.87E+4,8.94E+2,7.89E+3,7.00,-1.46E+2,7.00
19,30,49K,1.16E+4,8.20E-1,-1.25E+4,4.00E+2,-1.35E+4,4.00E+2,8.37E+3,1.64E-2,-5.07E+1,1.64E-2
19,32,51K,1.38E+4,1.30E+1,-1.60E+4,4.00E+2,-1.70E+4,4.00E+2,8.22E+3,2.55E-1,-1.02E+2,2.55E-1
19,31,50K,1.38E+4,7.89,-1.24E+4,5.00E+2,-1.35E+4,5.00E+2,8.28E+3,1.54E-1,-9.96E+1,1.54E-1
19,19,38K,-6.74E+3,6.26E-2,5.91E+3,4.48E-2,4.89E+3,4.48E-2,8.43E+3,5.10E-3,1.07E+1,5.10E-3
19,19,38K,-6.74E+3,6.26E-2,5.91E+3,4.48E-2,4.89E+3,4.48E-2,8.43E+3,5.10E-3,1.07E+1,5.10E-3
19,16,35K,-1.63E+4,2.00E+2,1.18E+4,8.51E-1,1.08E+4,8.51E-1,7.96E+3,1.46E-2,-9.77,1.46E-2
19,18,37K,-1.16E+4,6.41E-1,6.14E+3,2.27E-1,5.12E+3,2.27E-1,8.33E+3,2.50E-3,2.60E+1,2.50E-3
19,17,36K,-1.09E+4,4.00E+1,1.28E+4,3.25E-1,1.17E+4,3.25E-1,8.14E+3,8.99E-3,-1.23E+1,8.99E-3
19,12,31K,,,2.29E+4,3.61E+2,2.19E+4,3.61E+2,6.48E+3,1.00E+1,-1.54E+2,1.00E+1
20,39,59Ca,1.66E+4,6.50E+2,-2.29E+4,1.00E+3,-2.39E+4,1.00E+3,7.70E+3,1.00E+1,-1.50E+2,1.00E+1
20,38,58Ca,1.39E+4,5.35E+2,-2.34E+4,8.60E+2,-2.44E+4,8.60E+2,7.82E+3,9.00,-1.24E+2,9.00
20,37,57Ca,1.48E+4,4.38E+2,-2.06E+4,7.21E+2,-2.17E+4,7.21E+2,7.91E+3,7.00,-1.20E+2,7.00
20,36,56Ca,1.20E+4,3.60E+2,-2.14E+4,6.50E+2,-2.25E+4,6.50E+2,8.03E+3,4.45,-9.98E+1,4.45
20,35,55Ca,1.21E+4,1.71E+2,-1.91E+4,5.25E+2,-2.01E+4,5.25E+2,8.12E+3,2.91,-1.12E+2,2.91
20,34,54Ca,9.27E+3,5.04E+1,-2.00E+4,4.03E+2,-2.10E+4,4.03E+2,8.24E+3,8.97E-1,-9.81E+1,8.97E-1
20,33,53Ca,9.38E+3,4.72E+1,-1.70E+4,1.20E+2,-1.81E+4,1.20E+2,8.33E+3,8.26E-1,-1.11E+2,8.26E-1
20,32,52Ca,6.25E+3,3.14,-1.71E+4,3.35E+1,-1.81E+4,3.35E+1,8.42E+3,1.29E-2,-8.30E+1,1.29E-2
20,31,51Ca,6.91E+3,2.56,-1.38E+4,1.30E+1,-1.48E+4,1.30E+1,8.47E+3,1.02E-2,-7.50E+1,1.02E-2
20,30,50Ca,4.94E+3,2.97,-1.38E+4,7.89,-1.48E+4,7.89,8.55E+3,3.17E-2,-3.29E+1,3.17E-2
20,40,60Ca,1.55E+4,8.60E+2,,,,,7.62E+3,1.20E+1,-1.63E+2,1.20E+1
20,19,39Ca,-1.31E+4,2.40E+1,6.52E+3,5.96E-1,5.50E+3,5.96E-1,8.36E+3,1.53E-2,1.95E+1,1.53E-2
20,18,38Ca,-1.78E+4,2.00E+2,6.74E+3,6.26E-2,5.72E+3,6.26E-2,8.24E+3,5.10E-3,3.27E+1,5.10E-3
20,17,37Ca,-1.69E+4,3.00E+2,1.16E+4,6.41E-1,1.06E+4,6.41E-1,8.00E+3,1.71E-2,2.64,1.71E-2
20,16,36Ca,-2.26E+4,3.03E+2,1.09E+4,4.00E+1,9.94E+3,4.00E+1,7.81E+3,1.11,-2.01E+1,1.11
20,15,35Ca,-2.19E+4,4.47E+2,1.63E+4,2.00E+2,1.53E+4,2.00E+2,7.47E+3,6.00,-6.47E+1,6.00
20,29,49Ca,5.26E+3,2.27,-1.16E+4,8.20E-1,-1.27E+4,8.20E-1,8.59E+3,3.60E-3,-4.02E+1,3.60E-3
20,28,48Ca,2.79E+2,4.94,-1.19E+4,7.73E-1,-1.29E+4,7.73E-1,8.66E+3,4.00E-4,-1.33E+1,4.00E-4
20,27,47Ca,1.99E+3,1.18,-6.63E+3,2.62,-7.65E+3,2.62,8.63E+3,4.73E-2,2.76E+1,4.73E-2
