z,n,name,spinAndParity,massExcess(keV),massExcessUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,pairingGap,pairingGapUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty
49,87,136In,,,,,,,,4.34E+2,3.12E+2,-8.99E+3,5.83E+2,1.57E+3,4.44E+2
49,86,135In,,,,,,,,5.81E+2,2.43E+2,-8.78E+3,5.83E+2,1.71E+3,3.84E+2
49,85,134In,,,,,,,,4.28E+2,2.11E+2,-8.49E+3,4.69E+2,1.69E+3,2.95E+2
49,84,133In,,,,,,,,5.24E+2,2.01E+2,-8.24E+3,4.47E+2,1.72E+3,2.46E+2
49,84,133In,,,,,,,,5.24E+2,2.01E+2,-8.24E+3,4.47E+2,1.72E+3,2.46E+2
49,83,132In,,,,,,,,4.55E+2,1.39E+2,-1.01E+4,3.06E+2,2.80E+3,1.55E+2
49,82,131In,,,,,,,,1.86E+3,3.00E+1,-1.18E+4,2.00E+2,3.85E+3,1.00E+2
49,82,131In,,,,,,,,1.86E+3,3.00E+1,-1.18E+4,2.00E+2,3.85E+3,1.00E+2
49,82,131In,,,,,,,,1.86E+3,3.00E+1,-1.18E+4,2.00E+2,3.85E+3,1.00E+2
49,81,130In,,,,,,,,5.23E+2,1.94,-1.16E+4,2.00E+2,2.53E+3,1.00E+2
49,81,130In,,,,,,,,5.23E+2,1.94,-1.16E+4,2.00E+2,2.53E+3,1.00E+2
49,81,130In,,,,,,,,5.23E+2,1.94,-1.16E+4,2.00E+2,2.53E+3,1.00E+2
49,80,129In,,,,,,,,7.86E+2,1.78,-1.07E+4,4.33E+2,1.11E+3,2.16E+2
49,80,129In,,,,,,,,7.86E+2,1.78,-1.07E+4,4.33E+2,1.11E+3,2.16E+2
49,80,129In,,,,,,,,7.86E+2,1.78,-1.07E+4,4.33E+2,1.11E+3,2.16E+2
49,80,129In,,,,,,,,7.86E+2,1.78,-1.07E+4,4.33E+2,1.11E+3,2.16E+2
49,77,126In,,,,,,,,8.36E+2,5.88,-9.12E+3,3.84E+1,1.11E+3,2.05E+1
49,77,126In,,,,,,,,8.36E+2,5.88,-9.12E+3,3.84E+1,1.11E+3,2.05E+1
49,76,125In,,,,,,,,1.07E+3,1.54E+1,-8.43E+3,1.22E+1,8.96E+2,1.22E+1
49,76,125In,,,,,,,,1.07E+3,1.54E+1,-8.43E+3,1.22E+1,8.96E+2,1.22E+1
49,75,124In,,,,,,,,1.05E+3,2.37E+1,-7.64E+3,3.08E+1,7.27E+2,2.36E+1
49,75,124In,,,,,,,,1.05E+3,2.37E+1,-7.64E+3,3.08E+1,7.27E+2,2.36E+1
49,74,123In,,,,,,,,1.20E+3,3.25E+1,-7.20E+3,2.46E+1,7.57E+2,1.60E+1
49,74,123In,,,,,,,,1.20E+3,3.25E+1,-7.20E+3,2.46E+1,7.57E+2,1.60E+1
49,73,122In,,,,,,,,1.06E+3,3.92E+1,-6.44E+3,5.01E+1,5.97E+2,3.88E+1
49,73,122In,,,,,,,,1.06E+3,3.92E+1,-6.44E+3,5.01E+1,5.97E+2,3.88E+1
49,73,122In,,,,,,,,1.06E+3,3.92E+1,-6.44E+3,5.01E+1,5.97E+2,3.88E+1
49,72,121In,,,,,,,,1.18E+3,3.74E+1,-6.07E+3,3.05E+1,6.16E+2,2.05E+1
49,72,121In,,,,,,,,1.18E+3,3.74E+1,-6.07E+3,3.05E+1,6.16E+2,2.05E+1
49,71,120In,,,,,,,,1.03E+3,3.16E+1,-5.60E+3,4.01E+1,6.46E+2,2.83E+1
49,71,120In,,,,,,,,1.03E+3,3.16E+1,-5.60E+3,4.01E+1,6.46E+2,2.83E+1
49,71,120In,,,,,,,,1.03E+3,3.16E+1,-5.60E+3,4.01E+1,6.46E+2,2.83E+1
49,70,119In,,,,,,,,1.22E+3,2.10E+1,-5.14E+3,1.96E+1,5.95E+2,1.05E+1
49,70,119In,,,,,,,,1.22E+3,2.10E+1,-5.14E+3,1.96E+1,5.95E+2,1.05E+1
49,79,128In,,,,,,,,6.67E+2,5.18,-1.03E+4,2.51E+2,1.25E+3,1.25E+2
49,79,128In,,,,,,,,6.67E+2,5.18,-1.03E+4,2.51E+2,1.25E+3,1.25E+2
49,79,128In,,,,,,,,6.67E+2,5.18,-1.03E+4,2.51E+2,1.25E+3,1.25E+2
49,78,127In,,,,,,,,8.80E+2,7.41,-9.73E+3,3.41E+1,1.10E+3,1.77E+1
49,78,127In,,,,,,,,8.80E+2,7.41,-9.73E+3,3.41E+1,1.10E+3,1.77E+1
49,78,127In,,,,,,,,8.80E+2,7.41,-9.73E+3,3.41E+1,1.10E+3,1.77E+1
49,66,115In,,,,,,,,1.12E+3,1.90E-1,-3.74E+3,1.45,6.90E+2,3.57
49,66,115In,,,,,,,,1.12E+3,1.90E-1,-3.74E+3,1.45,6.90E+2,3.57
49,65,114In,,,,,,,,8.81E+2,2.38E-1,-3.53E+3,1.31,8.43E+2,1.65
49,65,114In,,,,,,,,8.81E+2,2.38E-1,-3.53E+3,1.31,8.43E+2,1.65
49,64,113In,,,,,,,,1.08E+3,2.13,-3.07E+3,1.29,6.87E+2,4.26
49,64,113In,,,,,,,,1.08E+3,2.13,-3.07E+3,1.29,6.87E+2,4.26
49,63,112In,,,,,,,,8.89E+2,3.46,-2.80E+3,4.87,7.75E+2,4.13
49,63,112In,,,,,,,,8.89E+2,3.46,-2.80E+3,4.87,7.75E+2,4.13
49,62,111In,,,,,,,,1.16E+3,6.61,-2.41E+3,4.17,6.86E+2,8.45
49,62,111In,,,,,,,,1.16E+3,6.61,-2.41E+3,4.17,6.86E+2,8.45
49,61,110In,,,,,,,,9.70E+2,8.57,-1.95E+3,1.19E+1,7.50E+2,1.29E+1
49,61,110In,,,,,,,,9.70E+2,8.57,-1.95E+3,1.19E+1,7.50E+2,1.29E+1
49,60,109In,,,,,,,,1.19E+3,7.73,-1.84E+3,6.03,7.45E+2,9.32
49,60,109In,,,,,,,,1.19E+3,7.73,-1.84E+3,6.03,7.45E+2,9.32
49,60,109In,,,,,,,,1.19E+3,7.73,-1.84E+3,6.03,7.45E+2,9.32
49,69,118In,,,,,,,,1.09E+3,7.02,-4.72E+3,8.99,5.95E+2,6.06
49,69,118In,,,,,,,,1.09E+3,7.02,-4.72E+3,8.99,5.95E+2,6.06
49,69,118In,,,,,,,,1.09E+3,7.02,-4.72E+3,8.99,5.95E+2,6.06
49,68,117In,,,,,,,,1.20E+3,5.19,-4.34E+3,1.73E+1,6.30E+2,9.09
49,68,117In,,,,,,,,1.20E+3,5.19,-4.34E+3,1.73E+1,6.30E+2,9.09
49,67,116In,,,,,,,,9.89E+2,2.44,-4.09E+3,2.43,7.49E+2,3.80
49,67,116In,,,,,,,,9.89E+2,2.44,-4.09E+3,2.43,7.49E+2,3.80
49,67,116In,,,,,,,,9.89E+2,2.44,-4.09E+3,2.43,7.49E+2,3.80
49,55,104In,,,,,,,,9.53E+2,7.94,-4.69E+2,7.63,8.91E+2,5.52
49,55,104In,,,,,,,,9.53E+2,7.94,-4.69E+2,7.63,8.91E+2,5.52
49,54,103In,,,,,,,,1.19E+3,7.34,-3.44E+2,1.09E+1,9.49E+2,7.37
49,54,103In,,,,,,,,1.19E+3,7.34,-3.44E+2,1.09E+1,9.49E+2,7.37
49,53,102In,,,,,,,,8.93E+2,8.03,-5.33E+1,3.32E+1,9.25E+2,1.71E+1
49,52,101In,,,,,,,,1.10E+3,8.63,-6.57E+1,1.67E+1,1.08E+3,1.49E+1
49,52,101In,,,,,,,,1.10E+3,8.63,-6.57E+1,1.67E+1,1.08E+3,1.49E+1
49,51,100In,,,,,,,,7.79E+2,1.48E+2,-2.09E+3,9.01E+1,2.27E+3,6.76E+1
49,50,99In,,,,,,,,2.33E+3,2.56E+2,-3.89E+3,4.99E+2,3.08E+3,3.27E+2
49,59,108In,,,,,,,,9.08E+2,8.03,-1.42E+3,9.61,7.62E+2,1.10E+1
49,59,108In,,,,,,,,9.08E+2,8.03,-1.42E+3,9.61,7.62E+2,1.10E+1
49,58,107In,,,,,,,,1.20E+3,1.01E+1,-1.18E+3,1.04E+1,7.46E+2,8.38
49,58,107In,,,,,,,,1.20E+3,1.01E+1,-1.18E+3,1.04E+1,7.46E+2,8.38
49,57,106In,,,,,,,,9.95E+2,1.11E+1,-7.86E+2,1.47E+1,7.59E+2,1.00E+1
49,57,106In,,,,,,,,9.95E+2,1.11E+1,-7.86E+2,1.47E+1,7.59E+2,1.00E+1
49,56,105In,,,,,,,,1.24E+3,9.90,-7.31E+2,1.13E+1,8.47E+2,8.07
49,56,105In,,,,,,,,1.24E+3,9.90,-7.31E+2,1.13E+1,8.47E+2,8.07
49,49,98In,,,,,,,,5.10E+2,3.20E+2,-3.92E+3,5.03E+2,2.15E+3,3.55E+2
49,49,98In,,,,,,,,5.10E+2,3.20E+2,-3.92E+3,5.03E+2,2.15E+3,3.55E+2
49,48,97In,,,,,,,,1.42E+3,3.93E+2,-3.41E+3,5.66E+2,,
49,47,96In,,,,,,,,,,-2.98E+3,6.40E+2,,
50,49,99Sn,,,,,,,,,,-3.34E+3,8.12E+2,,
50,51,101Sn,,,,,,,,7.35E+2,2.48E+2,-1.99E+3,5.16E+2,3.53E+3,2.58E+2
50,50,100Sn,,,,,,,,2.99E+3,3.73E+2,-4.00E+3,4.75E+2,4.54E+3,2.59E+2
50,53,103Sn,,,,,,,,1.18E+3,8.84E+1,4.14E+2,1.00E+2,1.79E+3,5.00E+1
50,52,102Sn,,,,,,,,1.23E+3,1.73E+2,2.76E+2,1.12E+2,2.00E+3,5.65E+1
50,55,105Sn,,,,,,,,1.15E+3,4.75,7.35E+1,4.24,1.56E+3,3.55
50,54,104Sn,,,,,,,,1.40E+3,5.16E+1,1.42E+2,5.98,1.63E+3,4.83
50,57,107Sn,,,,,,,,1.19E+3,5.27,-2.85E+2,5.60,1.39E+3,5.02
50,56,106Sn,,,,,,,,1.42E+3,4.89,-1.18E+2,5.35,1.40E+3,4.71
50,59,109Sn,,,,,,,,1.32E+3,9.28,-7.21E+2,8.07,1.28E+3,1.50E+1
50,58,108Sn,,,,,,,,1.49E+3,6.10,-5.26E+2,5.63,1.30E+3,5.72
