"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
42,117,0,Mo,,0,keV,,,,22,ms,5,,,,,,,,-35689,keV,500,"B-n?,B-2n?,B- = 100",
42,118,0,Mo,,0,keV,0,"0+",,19,ms,+7-4,,,,,,,,-32370,keV,500,"B-n?,B-2n?,B- = 100",
42,119,0,Mo,,0,keV,0,,,,,,,,,,,,,-26580,keV,300,"B-n?,B-2n?,B- = 100",
43,85,0,Tc,,0,keV,0,,,100,ns,,,,,,,,,-45850,keV,400,"p?",
43,86,0,Tc,,0,keV,,"(0+)",,55,ms,7,,,,,,,,-51570,keV,300,"ECp?,EC+B+ = 100 ",
43,87,0,Tc,,0,keV,,,,2.1,s,0.2,,,,,,,,-57690.052,keV,4.192,"ECp = 0.7 ,EC+B+ = 100",
43,88,0,Tc,,0,keV,0,"(2+)",,6.4,s,0.8,,,,,,,,-61670.301,keV,4.099,"ECp?,EC+B+ = 100 ",
43,88,1,Tc,,70.4,keV,3.1,"(6+)",,5.8,s,0.2,,,,,,,,-61599.901,keV,5.139,"ECp?,EC+B+ = 100",
43,89,0,Tc,,0,keV,,"(9/2+)",,12.8,s,0.9,,,,,,,,-67394.857,keV,3.819,"EC+B+ = 100 ",
43,89,1,Tc,,62.6,keV,0.5,"(1/2-)",,12.9,s,0.8,,,,,,,,-67332.257,keV,3.852,"EC+B+ ~ 100 ",
43,90,0,Tc,,0,keV,0,"(8+)",,49.2,s,0.4,,,,,,,,-70724.696,keV,1.025,"EC+B+ = 100",
43,90,1,Tc,,144.1,keV,1.7,"1+",,8.7,s,0.2,,,,,,,,-70580.59599999999,keV,1.98510075311,"EC+B+ = 100",
43,91,0,Tc,,0,keV,,"(9/2)+",,3.14,m,0.02,,,,,,,,-75986.657,keV,2.363,"EC+B+ = 100 ",
43,91,1,Tc,,139.3,keV,0.3,"(1/2)-",,3.3,m,0.1,,,,,,,,-75847.357,keV,2.382,"EC+B+ = 100 ",
43,92,0,Tc,,0,keV,,"(8)+",,4.23,m,0.15,,,,,,,,-78925.703,keV,3.102,"EC+B+ = 100 ",
43,93,0,Tc,,0,keV,,"9/2+",,2.78,h,0.05,,,,,,,,-83606.116,keV,1.012,"EC+B+ = 100 ",
43,93,1,Tc,,391.84,keV,0.08,"1/2-",,43.4,m,0.6,,,,,,,,-83214.276,keV,1.015,"IT = 77.4 0.6,EC+B+ = 22.6 0.6",
43,94,0,Tc,,0,keV,,"7+",,293,m,1,,,,,,,,-84158.332,keV,4.071,"EC+B+ = 100 ",
43,94,1,Tc,,76,keV,3,"(2)+",,51,m,0.7,,,,,,,,-84082.332,keV,5.057,"IT = 0.18 ,EC+B+ ~ 100 ",
43,95,0,Tc,,0,keV,,"9/2+",,19.258,h,0.026,,,,,,,,-86021.355,keV,5.08,"EC+B+ = 100 ",
43,95,1,Tc,,38.91,keV,0.04,"1/2-",,61.94,d,0.07,,,,,,,,-85982.44499999999,keV,5.08015747787,"IT = 3.88 0.32,EC+B+ = 96.12 0.32",
43,96,0,Tc,,0,keV,,"7+",,4.27,d,0.05,,,,,,,,-85821.648,keV,5.146,"EC+B+ = 100 ",
43,96,1,Tc,,34.23,keV,0.04,"4+",,51.6,m,0.9,,,,,,,,-85787.418,keV,5.146,"IT = 95.9 +0.34-0.39,EC+B+ = 4.1 +0.39-0.34",
43,97,0,Tc,,0,keV,,"9/2+",,4210000,y,160000,,,,,,,,-87224.436,keV,4.118,"EC = 100 ",
43,97,1,Tc,,96.57,keV,0.06,"1/2-",,91,d,0.6,,,,,,,,-87127.866,keV,4.118,"IT = 96.06 0.18,EC = 3.94 0.18",
43,98,0,Tc,,0,keV,,"(6)+",,4200000,y,300000,,,,,,,,-86432.214,keV,3.38,"B- = 100 ",
43,99,0,Tc,,0,keV,,"9/2+",,211100,y,1200,,,,,,,,-87327.869,keV,0.908,"B- = 100 ",
43,99,1,Tc,,142.6836,keV,0.0011,"1/2-",,6.0073,h,0.0007,,,,,,,,-87185.1854,keV,0.908,"B- = 0.0037 0.0006,IT = 0",
43,100,0,Tc,,0,keV,,"1+",,15.65,s,0.12,,,,,,,,-86020.951,keV,1.351,"B- = 99.9974 0.0004,EC = 0.0026 0.0004",
43,101,0,Tc,,0,keV,,"9/2+",,14.123,m,0.091,,,,,,,,-86344.593,keV,24.004,"B- = 100 ",
43,102,0,Tc,,0,keV,,"1+",,5.28,s,0.15,,,,,,,,-84572.921,keV,9.166,"B- = 100 ",
43,102,1,Tc,,0,keV,,"(4),(5)",,4.35,m,0.07,,,,,,,,-84572.921,keV,9.166,"B- ~ 100 ,IT?",
43,103,0,Tc,,0,keV,,"5/2+",,54.2,s,0.8,,,,,,,,-84603.92,keV,9.81,"B- = 100 ",
43,104,0,Tc,,0,keV,,"(3+)",,18.2,m,0.2,,,,,,,,-82498.969,keV,24.886,"B- = 100 ",
43,105,0,Tc,,0,keV,,"(3/2-)",,7.64,m,0.06,,,,,,,,-82286.303,keV,35.263,"B- = 100 ",
43,106,0,Tc,,0,keV,,"(1),(2)",,35.7,s,0.5,,,,,,,,-79776.253,keV,12.25,"B- = 100 ",
43,107,0,Tc,,0,keV,,"(3/2-)",,21.2,s,0.2,,,,,,,,-78749.967,keV,8.673,"B- = 100 ",
43,108,0,Tc,,0,keV,,"(2)+",,5.15,s,0.07,,,,,,,,-75922.831,keV,8.769,"B- = 100 ",
43,109,0,Tc,,0,keV,,"(5/2+)",,0.88,s,0.03,,,,,,,,-74282.828,keV,9.669,"B- = 100,B-n = 0.08 0.02",
43,110,0,Tc,,0,keV,,"(2),(3+)",,0.911,s,0.013,,,,,,,,-71034.564,keV,9.497,"B- = 100,B-n = 0.04 0.02",
43,111,0,Tc,,0,keV,,"(5/2+)",,350,ms,21,,,,,,,,-69024.675,keV,10.582,"B- = 100,B-n = 0.85 0.2",
43,112,0,Tc,,0,keV,,"(2+)",,323,ms,6,,,,,,,,-65258.932,keV,5.515,"B- = 100,B-n = 1.5 0.2",
43,113,0,Tc,,0,keV,,"(5/2+)",,152,ms,8,,,,,,,,-62811.549,keV,3.353,"B- = 100,B-n = 2.1 0.3",
43,114,0,Tc,,0,keV,,,,118,ms,8,,,,,,,,-58600.294,keV,433.145,"B- = 100,B-n = 1.3 0.4",
43,114,1,Tc,,0,keV,,"(1+)",,90,ms,20,,,,,,,,-58600.294,keV,433.145,"B- = 100,B-n = 1.3 0.4",
43,115,0,Tc,,0,keV,,,,78,ms,2,,,,,,,,-55796,keV,196,"B- = 100,B-n = 19 5",
43,116,0,Tc,,0,keV,,,,57,ms,3,,,,,,,,-51214,keV,298,"B-n = 17 7,B-2n?,B- = 100",
43,117,0,Tc,,0,keV,,,,44.5,ms,3,,,,,,,,-48140,keV,400,"B-n?,B-2n?,B- = 100 ",
43,118,0,Tc,,0,keV,0,,,30,ms,4,,,,,,,,-43290,keV,400,"B-n?,B-2n?,B- = 100",
43,119,0,Tc,,0,keV,,,,22,ms,3,,,,,,,,-40170,keV,500,"B-n?,B-2n?,B- = 100 ",
43,120,0,Tc,,0,keV,,,,21,ms,5,,,,,,,,-35000,keV,500,"B-n?,B-2n?,B- = 100 ",
43,121,0,Tc,,0,keV,,,,22,ms,6,,,,,,,,-31540,keV,500,"B-n?,B-2n?,B- = 100 ",
43,122,0,Tc,,0,keV,0,,,,,,,,,,,,,-26305,keV,300,"B-n?,B-2n?,B- = 100",
44,85,0,Ru,,0,keV,0,,,,,,,,,,,,,-30630,keV,500,"p?,EC+B+?,ECp?",
44,86,0,Ru,,0,keV,0,"0+",,,,,,,,,,,,-39770,keV,400,"ECp?,EC+B+?",
44,87,0,Ru,,0,keV,0,,,,,,,,,,,,,-45730,keV,400,"ECp?,EC+B+?",
44,88,0,Ru,,0,keV,,"0+",,1.4,s,0.3,,,,,,,,-54340,keV,300,"ECp = 3.6 ,EC+B+ = 100",
44,89,0,Ru,,0,keV,,"(9/2+)",,1.33,s,0.06,,,,,,,,-58369.424,keV,24.219,"ECp = 3.1 0.2,EC+B+ = 100",
44,90,0,Ru,,0,keV,,"0+",,11.7,s,0.9,,,,,,,,-64883.801,keV,3.73,"ECp?,EC+B+ = 100 ",
44,91,0,Ru,,0,keV,,"(9/2+)",,8,s,0.4,,,,,,,,-68239.833,keV,2.221,"ECp?,EC+B+ = 100 ",
44,91,1,Ru,,432,keV,31,"(1/2-)",,7.6,s,0.8,,,,,,,,-67807.833,keV,31.079,"EC+B+ ~ 100 ,IT?,ECp?",
44,92,0,Ru,,0,keV,,"0+",,3.65,m,0.05,,,,,,,,-74301.211,keV,2.718,"EC+B+ = 100 ",
44,93,0,Ru,,0,keV,,"(9/2)+",,59.7,s,0.6,,,,,,,,-77216.723,keV,2.065,"EC+B+ = 100 ",
44,93,1,Ru,,734.4,keV,0.1,"(1/2)-",,10.8,s,0.3,,,,,,,,-76482.323,keV,2.067,"EC+B+ = 78 2.3,IT = 22 2.3,ECp = 0.027 0.005",
44,94,0,Ru,,0,keV,0,"0+",,52.1,m,0.5,,,,,,,,-82583.602,keV,3.143,"EC+B+ = 100",
44,95,0,Ru,,0,keV,,"5/2+",,1.6073,h,0.0086,,,,,,,,-83457.759,keV,9.502,"EC+B+ = 100 ",
44,96,0,Ru,,0,keV,,"0+",,STABLE,,,,,,,,5.54,0.14,-86080.385,keV,0.17,,
44,97,0,Ru,,0,keV,,"5/2+",,2.8376,d,0.001,,,,,,,,-86120.564,keV,2.763,"EC+B+ = 100 ",
44,98,0,Ru,,0,keV,,"0+",,STABLE,,,,,,,,1.87,0.03,-88224.871,keV,6.463,,
44,99,0,Ru,,0,keV,,"5/2+",,STABLE,,,,,,,,12.76,0.14,-87625.385,keV,0.343,,
44,100,0,Ru,,0,keV,,"0+",,STABLE,,,,,,,,12.6,0.07,-89227.391,keV,0.342,,
44,101,0,Ru,,0,keV,,"5/2+",,STABLE,,,,,,,,17.06,0.02,-87958.113,keV,0.413,,
44,102,0,Ru,,0,keV,,"0+",,STABLE,,,,,,,,31.55,0.14,-89106.435,keV,0.416,,
44,103,0,Ru,,0,keV,,"3/2+",,39.247,d,0.011,,,,,,,,-87267.168,keV,0.441,"B- = 100 ",
44,104,0,Ru,,0,keV,,"0+",,STABLE,,,,,,,,18.62,0.27,-88095.763,keV,2.498,,
44,105,0,Ru,,0,keV,,"3/2+",,4.44,h,0.01,,,,,,,,-85934.543,keV,2.499,"B- = 100 ",
44,106,0,Ru,,0,keV,,"0+",,371.8,d,1.8,,,,,,,,-86323.253,keV,5.391,"B- = 100 ",
44,107,0,Ru,,0,keV,,"(5/2)+",,3.73,m,0.06,,,,,,,,-83862.565,keV,8.673,"B- = 100 ",
44,108,0,Ru,,0,keV,,"0+",,4.55,m,0.04,,,,,,,,-83661.404,keV,8.68,"B- = 100 ",
44,109,0,Ru,,0,keV,,"(5/2+)",,34.4,s,0.2,,,,,,,,-80738.455,keV,8.954,"B- = 100 ",
44,110,0,Ru,,0,keV,,"0+",,12.04,s,0.17,,,,,,,,-80072.629,keV,8.924,"B- = 100 ",
44,111,0,Ru,,0,keV,,"(5/2+)",,2.12,s,0.07,,,,,,,,-76785.325,keV,9.682,"B- = 100 ",
44,112,0,Ru,,0,keV,,"0+",,1.75,s,0.07,,,,,,,,-75630.873,keV,9.6,"B- = 100 ",
44,113,0,Ru,,0,keV,,"(1/2+)",,0.8,s,0.05,,,,,,,,-71867.816,keV,38.282,"B- = 100 ",
44,113,1,Ru,,130,keV,30,"(7/2-)",,510,ms,30,,,,,,,,-71737.816,keV,48.637,"B- = 100,IT?",
44,114,0,Ru,,0,keV,,"0+",,543,ms,34,,,,,,,,-70221.213,keV,3.556,"B- = 100 ,B-n?",
44,115,0,Ru,,0,keV,,"(1/2+),(3/2+)",,318,ms,19,,,,,,,,-66105.296,keV,25.166,"B- = 100 ,B-n?",
44,116,0,Ru,,0,keV,,"0+",,203,ms,5,,,,,,,,-64068.917,keV,3.726,"B- = 100,B-n = 0.8 ",
44,117,0,Ru,,0,keV,,,,152,ms,3,,,,,,,,-59489.871,keV,433.145,"B- = 100,B-n = 2.4 1",
44,118,0,Ru,,0,keV,0,"0+",,99,ms,3,,,,,,,,-57000,keV,200,"B- = 100,B-n = 4.6 ",
44,119,0,Ru,,0,keV,,,,69.2,ms,2,,,,,,,,-52080,keV,300,"B- = 100,B-n = 6 5",
44,120,0,Ru,,0,keV,,"0+",,45,ms,2,,,,,,,,-49720,keV,400,"B- = 100,B-n = 6 3",
44,121,0,Ru,,0,keV,,,,30,ms,3,,,,,,,,-44620,keV,400,"B-n = 13 4,B-2n?,B- = 100",
44,122,0,Ru,,0,keV,,"0+",,25,ms,1,,,,,,,,-41780,keV,500,"B-n?,B-2n?,B- = 100 ",
44,123,0,Ru,,0,keV,,,,19,ms,2,,,,,,,,-36550,keV,500,"B-n?,B-2n?,B- = 100 ",
44,124,0,Ru,,0,keV,,"0+",,15,ms,3,,,,,,,,-33590,keV,600,"B-n?,B-2n?,B- = 100 ",
44,125,0,Ru,,0,keV,0,,,,,,,,,,,,,-28370,keV,300,"B-n?,B-2n?,B- = 100",
45,89,0,Rh,,0,keV,,,,120,ns,,,,,,,,,-45651,keV,361,"p?,EC+B+?,ECp?",
45,90,0,Rh,,0,keV,0,"(0+)",,29,ms,3,,,,,,,,-51634,keV,200,"ECp = 0.7 ,EC+B+ = 100",
45,90,1,Rh,,0,keV,,"(6),(7),(8)",,560,ms,20,,,,,,,,-51634,keV,200,"ECp = 9.6 1,EC+B+ = 100",
45,91,0,Rh,,0,keV,,"(9/2+)",,1.47,s,0.22,,,,,,,,-58570,keV,298,"ECp = 1.3 0.5,EC+B+ = 100",
45,91,1,Rh,,172.9,keV,0.4,"(1/2-)",~,1.5,s,,,,,,,,,-58397.1,keV,298,"EC+B+?,IT?,ECp?",
45,92,0,Rh,,0,keV,,"(6+)",,5.64,s,0.06,,,,,,,,-62999.095,keV,4.378,"ECp = 2.1 0.2,EC+B+ = 100",
45,92,1,Rh,,0,keV,,"(2+)",,3.18,s,0.22,,,,,,,,-62999.095,keV,4.378,"ECp = 1.7 0.3,EC+B+ = 100 ",
45,93,0,Rh,,0,keV,,"(9/2+)",,12.2,s,0.7,,,,,,,,-69011.81,keV,2.629,"EC+B+ = 100 ",
45,93,1,Rh,,267,keV,48,"(1/2-)",,,,,,,,,,,,-68744.81,keV,48.07,"EC+B+?",
45,94,0,Rh,,0,keV,,"(4+)",,70.6,s,0.6,,,,,,,,-72907.623,keV,3.379,"ECp = 1.8 0.5,EC+B+ = 100",
45,94,1,Rh,,0,keV,,"(8+)",,25.8,s,0.2,,,,,,,,-72907.623,keV,3.379,"EC+B+ = 100 ",
45,95,0,Rh,,0,keV,,"9/2+",,5.02,m,0.1,,,,,,,,-78340.616,keV,3.886,"EC+B+ = 100 ",
45,95,1,Rh,,543.3,keV,0.3,"(1/2)-",,1.96,m,0.04,,,,,,,,-77797.31599999999,keV,3.89756282823,"IT = 88 5,EC+B+ = 12 5",
45,96,0,Rh,,0,keV,,"6+",,9.57,m,0.23,,,,,,,,-79687.732,keV,10.001,"EC+B+ = 100 ",
45,96,1,Rh,,51.98,keV,0.09,"3+",,1.51,m,0.02,,,,,,,,-79635.75200000001,keV,10.00140495131,"IT = 60 5,EC+B+ = 40 5",
45,97,0,Rh,,0,keV,,"9/2+",,30.8,m,0.6,,,,,,,,-82597.564,keV,35.463,"EC+B+ = 100 ",
45,97,1,Rh,,258.76,keV,0.18,"1/2-",,45.8,m,1.7,,,,,,,,-82338.804,keV,35.463,"IT = 5.6 0.6,EC+B+ = 94.4 0.6",
45,98,0,Rh,,0,keV,,"(2)+",,8.74,m,0.16,,,,,,,,-83175.219,keV,11.906,"EC+B+ = 100 ",
45,98,1,Rh,,56.3,keV,1,"(5+)",,3.6,m,0.2,,,,,,,,-83118.919,keV,11.948,"IT = 89 5,EC+B+ = 11 5",
45,99,0,Rh,,0,keV,,"1/2-",,16.1,d,0.2,,,,,,,,-85584.522,keV,19.451,"EC+B+ = 100 ",
45,99,1,Rh,,64.4,keV,0.5,"9/2+",,4.7,h,0.1,,,,,,,,-85520.122,keV,19.457,"IT = 0.16 ,EC+B+ = 99.84 ",
45,100,0,Rh,,0,keV,,"1-",,20.5,h,0.3,,,,,,,,-85591.13,keV,18.125,"EC+B+ = 100 ",
45,100,1,Rh,,107.6,keV,0.2,"(5+)",,4.6,m,0.2,,,,,,,,-85483.53,keV,18.13,"IT ~ 98.3 ,EC+B+ ~ 1.7 ",
45,101,0,Rh,,0,keV,,"1/2-",,4.07,y,0.05,,,,,,,,-87412.428,keV,5.841,"EC = 100 ",
45,101,1,Rh,,157.32,keV,0.03,"9/2+",,4.34,d,0.01,,,,,,,,-87255.108,keV,5.841,"IT = 7.2 0.25,EC = 92.8 0.25",
45,102,0,Rh,,0,keV,,"(2-)",,207.3,d,1.2,,,,,,,,-86783.316,keV,6.41,"B- = 22 5,EC+B+ = 78 5",
45,102,1,Rh,,140.73,keV,0.09,"6(+)",,3.47,y,0.04,,,,,,,,-86642.58600000001,keV,6.41063179414,"IT = 0.233 0.024,EC+B+ = 99.767 0.024",
45,103,0,Rh,,0,keV,,"1/2-",,STABLE,,,,,,,,100,0,-88031.705,keV,2.301,,
45,103,1,Rh,,39.753,keV,0.006,"7/2+",,56.118,m,0.009,,,,,,,,-87991.952,keV,2.301,"IT = 100 ",
45,104,0,Rh,,0,keV,,"1+",,42.3,s,0.4,,,,,,,,-86959.344,keV,2.303,"B- = 99.55 0.1,EC+B+ = 0.45 0.1",
45,104,1,Rh,,128.9679,keV,0.0005,"5+",,4.36,m,0.03,,,,,,,,-86830.3761,keV,2.303,"B- = 0.13 0.01,IT = 99.87 0.01",
45,105,0,Rh,,0,keV,,"7/2+",,35.341,h,0.022,,,,,,,,-87851.27,keV,2.502,"B- = 100 ",
45,105,1,Rh,,129.742,keV,0.004,"1/2-",,42.8,s,0.3,,,,,,,,-87721.528,keV,2.502,"IT = 100 ",
45,106,0,Rh,,0,keV,,"1+",,30.07,s,0.35,,,,,,,,-86362.656,keV,5.39,"B- = 100 ",
45,106,1,Rh,,137,keV,13,"(6)+",,131,m,2,,,,,,,,-86225.656,keV,14.073,"B- = 100 ",
45,107,0,Rh,,0,keV,,"7/2+",,21.7,m,0.7,,,,,,,,-86863.711,keV,12.051,"B- = 100 ",
45,108,0,Rh,,0,keV,,"1+",,17,s,0.4,,,,,,,,-85031.156,keV,13.997,"B- = 100 ",
45,108,1,Rh,,0,keV,,"(5+)",,5.9,m,0.2,,,,,,,,-85031.156,keV,13.997,"B- = 100 ,IT?",
45,109,0,Rh,,0,keV,,"7/2+",,80.8,s,0.6,,,,,,,,-84999.251,keV,4.04,"B- = 100 ",
45,110,0,Rh,,0,keV,,"(1+)",,3.3,s,0.1,,,,,,,,-82828.693,keV,17.805,"B- = 100 ",
45,110,1,Rh,,38,keV,1.5,"(6+)",,28.5,s,1.5,,,,,,,,-82790.693,keV,17.868,"B- = 100 ",
45,111,0,Rh,,0,keV,,"(7/2+)",,11,s,1,,,,,,,,-82303.871,keV,6.853,"B- = 100 ",
45,112,0,Rh,,0,keV,,"(1+)",,3.5,s,0.4,,,,,,,,-79731.052,keV,44.085,"B- = 100 ",
45,112,1,Rh,,38.4,keV,1.9,"(6+)",,6.9,s,0.07,,,,,,,,-79692.652,keV,44.126,"B- = 100 ",
45,113,0,Rh,,0,keV,,"(7/2+)",,2.8,s,0.12,,,,,,,,-78766.944,keV,7.132,"B- = 100 ",
45,114,0,Rh,,0,keV,,"1+",,1.82,s,0.05,,,,,,,,-75710.275,keV,71.561,"B- = 100 ",
45,114,1,Rh,,110.9,keV,3.2,"(7-)",,1.85,s,0.05,,,,,,,,-75599.375,keV,71.633,"B- = 100",
45,115,0,Rh,,0,keV,,"(7/2+)",,0.99,s,0.05,,,,,,,,-74229.228,keV,7.319,"B- = 100 ,B-n?",
45,116,0,Rh,,0,keV,,"1+",,685,ms,38,,,,,,,,-70735.742,keV,73.832,"B- = 100 ,B-n = 2.1 ",
45,116,1,Rh,,120.8,keV,1.9,"(6-)",,0.57,s,0.05,,,,,,,,-70614.942,keV,73.856,"B- = 100,B-n = 2.1 ",
45,117,0,Rh,,0,keV,,"(7/2+)",,421,ms,30,,,,,,,,-68896.758,keV,8.895,"B- = 100,B-n = 7.6 ",
45,118,0,Rh,,0,keV,0,"(1+)",,286,ms,8,,,,,,,,-64886.84,keV,24.236,"B- = 100,B-n = 2.6 0.8",
45,118,1,Rh,,189,keV,6,"(6),(7),(8)",,310,ms,30,,,,,,,,-64697.84,keV,24.97,"B- = 100,B-n = 2.4 0.8",
45,119,0,Rh,,0,keV,,"(7/2+)",,189,ms,5,,,,,,,,-62822.802,keV,9.315,"B- = 100,B-n = 4.9 1.5",
45,120,0,Rh,,0,keV,,,,133,ms,4,,,,,,,,-58620,keV,200,"B- = 100,B-n = 7.2 1.6",
45,121,0,Rh,,0,keV,,,,73,ms,2,,,,,,,,-56250.134,keV,619.444,"B- = 100,B-n = 13.4 0.8",
45,122,0,Rh,,0,keV,,,,52.3,ms,1.5,,,,,,,,-51880,keV,300,"B-n = 11.3 0.7,B-2n?,B- = 100",
45,123,0,Rh,,0,keV,,,,42.2,ms,1.6,,,,,,,,-49190,keV,400,"B-n = 24.2 1.4,B-2n?,B- = 100",
45,124,0,Rh,,0,keV,,,,32,ms,2,,,,,,,,-44710,keV,400,"B-n = 28 5,B-2n?,B- = 100 ",
45,125,0,Rh,,0,keV,,,,26.5,ms,2,,,,,,,,-41830,keV,500,"B-n?,B-2n?,B- = 100 ",
45,126,0,Rh,,0,keV,,,,19,ms,3,,,,,,,,-37200,keV,500,"B-n?,B-2n?,B- = 100 ",
45,127,0,Rh,,0,keV,,,,20,ms,+20-7,,,,,,,,-33730,keV,600,"B-n?,B-2n?,B- = 100 ",
45,128,0,Rh,,0,keV,0,,,,,,,,,,,,,-27340,keV,300,"B-n?,B-2n?,B- = 100",
46,90,0,Pd,,0,keV,,"0+",,,,,,,,,,,,-39710,keV,400,"2p?,EC+B+?,ECp?",
46,91,0,Pd,,0,keV,,,,32,ms,3,,,,,,,,-46170,keV,423,"EC+B+ = 100 ,ECp = 3 +1.1-0.9,B- = 100",
46,92,0,Pd,,0,keV,,"0+",,1.06,s,0.03,,,,,,,,-54779.095,keV,345.028,"ECp = 1.6 0.2,EC+B+ = 100",
46,93,0,Pd,,0,keV,,"(9/2+)",,1.17,s,0.02,,,,,,,,-58981.81,keV,370.009,"ECp = 7.4 0.2,EC+B+ = 100",
46,94,0,Pd,,0,keV,,"0+",,9.4,s,0.2,,,,,,,,-66102.281,keV,4.287,"ECp = 0.13 ,EC+B+ = 100",
46,95,0,Pd,,0,keV,,"(9/2+)",,7.4,s,0.5,,,,,,,,-69965.913,keV,3.031,"ECp = 0.23 0.05,EC+B+ = 100",
46,95,1,Pd,,804,keV,39,"(1/2-)",,,,,,,,,,,,-69161.913,keV,39.118,"EC+B+?",
46,95,2,Pd,,1875.13,keV,0.14,"(21/2+)",,13.3,s,0.2,,,,,,,,-68090.783,keV,3.034,"EC+B+ = 89 3,IT = 11 3,ECp = 0.71 0.07",
46,96,0,Pd,,0,keV,,"0+",,122,s,2,,,,,,,,-76183.42,keV,4.194,"EC+B+ = 100 ",
46,97,0,Pd,,0,keV,,"(5/2+)",,3.1,m,0.1,,,,,,,,-77805.852,keV,4.844,"EC+B+ = 100 ",
46,98,0,Pd,,0,keV,,"0+",,17.7,m,0.3,,,,,,,,-81320.985,keV,4.742,"EC+B+ = 100 ",
46,99,0,Pd,,0,keV,,"(5/2)+",,21.4,m,0.2,,,,,,,,-82182.861,keV,5.107,"EC+B+ = 100 ",
46,100,0,Pd,,0,keV,,"0+",,3.63,d,0.09,,,,,,,,-85212.672,keV,17.637,"EC = 100 ",
46,101,0,Pd,,0,keV,,"5/2+",,8.47,h,0.06,,,,,,,,-85432.145,keV,4.588,"EC+B+ = 100 ",
46,102,0,Pd,,0,keV,,"0+",,STABLE,,,,,,,,1.02,0.01,-87902.963,keV,0.419,,
46,103,0,Pd,,0,keV,,"5/2+",,17,d,0.033,,,,,,,,-87456.98,keV,0.878,"EC = 100 ",
46,104,0,Pd,,0,keV,,"0+",,STABLE,,,,,,,,11.14,0.08,-89395.123,keV,1.336,,
46,105,0,Pd,,0,keV,,"5/2+",,STABLE,,,,,,,,22.33,0.08,-88417.905,keV,1.138,,
46,106,0,Pd,,0,keV,,"0+",,STABLE,,,,,,,,27.33,0.03,-89907.543,keV,1.106,,
46,107,0,Pd,,0,keV,,"5/2+",,6500000,y,300000,,,,,,,,-88372.654,keV,1.201,"B- = 100 ",
46,107,1,Pd,,214.6,keV,0.3,"11/2-",,21.4,s,0.5,,,,,,,,-88158.05399999999,keV,1.23790185394,"IT = 100 ",
46,108,0,Pd,,0,keV,,"0+",,STABLE,,,,,,,,26.46,0.09,-89524.215,keV,1.108,,
46,109,0,Pd,,0,keV,,"5/2+",,13.437,h,0.013,,,,,,,,-87606.484,keV,1.114,"B- = 100 ",
46,109,1,Pd,,188.9903,keV,0.001,"11/2-",,4.694,m,0.002,,,,,,,,-87417.49369999999,keV,1.11400044883,"IT = 100 ",
46,110,0,Pd,,0,keV,,"0+",,STABLE,,,,,,,,11.72,0.09,-88330.904,keV,0.612,,
46,111,0,Pd,,0,keV,,"5/2+",,23.6,m,0.1,,,,,,,,-85985.886,keV,0.731,"B- = 100 ",
46,111,1,Pd,,172.18,keV,0.08,"11/2-",,5.565,h,0.012,,,,,,,,-85813.706,keV,0.735,"B- = 23.2 1,IT = 76.8 1",
46,112,0,Pd,,0,keV,,"0+",,21.027,h,0.019,,,,,,,,-86321.039,keV,6.546,"B- = 100 ",
46,113,0,Pd,,0,keV,,"(5/2+)",,89,s,3,,,,,,,,-83590.5,keV,6.947,"B- = 100 ",
46,113,1,Pd,,81.1,keV,0.3,"(9/2-)",,0.3,s,0.1,,,,,,,,-83509.4,keV,7,"IT = 100 ",
46,114,0,Pd,,0,keV,,"0+",,2.42,m,0.06,,,,,,,,-83490.346,keV,6.948,"B- = 100 ",
46,115,0,Pd,,0,keV,,"(1/2)+",,25,s,2,,,,,,,,-80425.822,keV,13.547,"B- = 100 ",
46,115,1,Pd,,89.21,keV,0.16,"(7/2-)",,50,s,3,,,,,,,,-80336.612,keV,13.548,"B- = 92 2,IT = 8 2",
46,116,0,Pd,,0,keV,,"0+",,11.7,s,0.6,,,,,,,,-79831.026,keV,7.135,"B- = 100 ",
46,117,0,Pd,,0,keV,,"(3/2+)",,4.3,s,0.3,,,,,,,,-76423.89,keV,7.255,"B- = 100 ",
46,118,0,Pd,,0,keV,0,"0+",,1.9,s,0.1,,,,,,,,-75388.358,keV,2.494,"B- = 100",
46,119,0,Pd,,0,keV,,"(1/2+),(3/2+)",,0.88,s,0.02,,,,,,,,-71407.277,keV,8.248,"B- = 100 ,B-n?",
46,119,1,Pd,,450,keV,200,"(11/2-)",,0.85,s,0.01,,,,,,,,-70957.277,keV,200.17,"B-?,IT?",
46,120,0,Pd,,0,keV,,"0+",,492,ms,33,,,,,,,,-70279.604,keV,2.296,"B- = 100,B-n = 0.7 ",
46,121,0,Pd,,0,keV,,,,290,ms,1,,,,,,,,-66182.337,keV,3.353,"B- = 100,B-n = 0.8 ",
