Z,N,A,element,level_index,level_energy_keV,spin_parity,mass_excess_keV,abundance,half_life_s,half_life_source,is_stable,is_resonance,dominant_mode,decay_modes_raw
15,20,35,P,0,0.0,1/2+,-24857.809,,47.3,chart,False,False,B-,B- = 100 
15,21,36,P,0,0.0,4-,-20251.045,,5.6,chart,False,False,B-,"B- = 100,B-n?"
15,22,37,P,0,0.0,(1/2+),-18996.012,,2.31,chart,False,False,B-,"B- = 100,B-n?"
15,23,38,P,0,0.0,(2-),-14621.565,,0.64,chart,False,False,B-,"B- = 100,B-n = 12 5"
15,24,39,P,0,0.0,(1/2+),-12774.636,,0.204,chart,False,False,B-,"B- = 100,B-n = 26 8"
15,25,40,P,0,0.0,(2-),-8139.189,,0.15,chart,False,False,B-,"B-n = 15.8 2.1,B-2n?,B- = 100"
15,26,41,P,0,0.0,(1/2+),-4979.767,,0.101,chart,False,False,B-,"B-n = 30 10,B-2n?,B- = 100"
15,27,42,P,0,0.0,,1091.842,,0.0485,chart,False,False,B-,"B-n = 50 20,B-2n?,B- = 100"
15,28,43,P,0,0.0,1/2+,5040.0,,0.0365,chart,False,False,B-,"B-n = 100,B-2n?,B- = 100"
15,29,44,P,0,0.0,,11110.0,,0.0182,chart,False,False,B-,"B-n = 75 8,B-2n?,B- = 100"
15,30,45,P,0,0.0,,15960.0,,0.024,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
15,31,46,P,0,0.0,,22840.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100 "
15,32,47,P,0,0.0,,28810.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
16,10,26,S,0,0.0,0+,27680.0,,7.9e-08,chart,False,False,OTHER,p?
16,11,27,S,0,0.0,(5/2+),17491.0,,0.0163,chart,False,False,EC_BP,"EC2p = 3 0.6,EC+B+ = 100 ,ECp = 61 3"
16,12,28,S,0,0.0,0+,4073.203,,0.125,chart,False,False,EC_BP,"ECp = 20.7 2,EC+B+ = 100 "
16,13,29,S,0,0.0,(5/2+),-3094.423,,0.188,chart,False,False,EC_BP,"ECp = 47 5,EC+B+ = 100"
16,14,30,S,0,0.0,0+,-14059.254,,1.17976,chart,False,False,EC_BP,EC+B+ = 100 
16,15,31,S,0,0.0,1/2+,-19042.531,,2.5534,chart,False,False,EC_BP,EC+B+ = 100 
16,16,32,S,0,0.0,0+,-26015.53714,94.85,,none,True,False,STABLE,
16,17,33,S,0,0.0,3/2+,-26585.8583,0.763,,none,True,False,STABLE,
16,18,34,S,0,0.0,0+,-29931.689,4.365,,none,True,False,STABLE,
16,19,35,S,0,0.0,3/2+,-28846.21,,7547039.999999999,chart,False,False,B-,B- = 100 
16,20,36,S,0,0.0,0+,-30664.141,0.0158,,none,True,False,STABLE,
16,21,37,S,0,0.0,7/2-,-26896.426,,303.0,chart,False,False,B-,B- = 100 
16,22,38,S,0,0.0,0+,-26861.216,,10218.0,chart,False,False,B-,B- = 100 
16,23,39,S,0,0.0,(7/2)-,-23162.672,,11.5,chart,False,False,B-,B- = 100 
16,24,40,S,0,0.0,0+,-22837.85,,8.8,chart,False,False,B-,B- = 100 
16,25,41,S,0,0.0,"(5/2-),(7/2-)",-19008.58,,2.6,chart,False,False,B-,"B- = 100,B-n?"
16,26,42,S,0,0.0,0+,-17637.748,,1.016,chart,False,False,B-,"B- = 100,B-n = 1 "
16,27,43,S,0,0.0,3/2-,-12195.461,,0.265,chart,False,False,B-,"B- = 100,B-n = 40 10"
16,28,44,S,0,0.0,0+,-9204.236,,0.1245,chart,False,False,B-,"B- = 100,B-n = 29 6"
16,29,45,S,0,0.0,(3/2-),-3340.0,,0.068,chart,False,False,B-,"B-n = 54 10,B-2n?,B- = 100"
16,30,46,S,0,0.0,0+,640.0,,0.05,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
16,31,47,S,0,0.0,,7200.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
16,32,48,S,0,0.0,0+,12390.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
16,33,49,S,0,0.0,,20391.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
17,11,28,Cl,0,0.0,,28270.0,,,none,False,False,OTHER,p = 100
17,12,29,Cl,0,0.0,(1/2+),14022.0,,2e-08,chart,False,False,OTHER,p = 100
17,13,30,Cl,0,0.0,(3+),4674.548,,3.0000000000000004e-08,chart,False,False,OTHER,p = 100
17,14,31,Cl,0,0.0,3/2+,-7034.552,,0.19,chart,False,False,EC_BP,"ECp = 2.4 0.2,EC+B+ = 100 "
17,15,32,Cl,0,0.0,1+,-13334.706,,0.2991,chart,False,False,EC_BP,"ECa = 0.054 0.008,EC+B+ = 100 ,ECp = 0.026 0.005"
17,16,33,Cl,0,0.0,3/2+,-21003.34,,2.506,chart,False,False,EC_BP,EC+B+ = 100 
17,17,34,Cl,0,0.0,0+,-24440.086,,1.5265,chart,False,False,EC_BP,EC+B+ = 100 
17,17,34,Cl,1,146.36,3+,-24293.726,,1919.3999999999999,wallet,False,False,EC_BP,"IT = 44.6 0.6,EC+B+ = 55.4 0.6"
17,18,35,Cl,0,0.0,3/2+,-29013.532,75.8,,none,True,False,STABLE,
17,19,36,Cl,0,0.0,2+,-29522.008,,9691812324000.0,chart,False,False,B-,"B- = 98.1 0.1,EC+B+ = 1.9 0.1"
17,20,37,Cl,0,0.0,3/2+,-31761.552,24.2,,none,True,False,STABLE,
17,21,38,Cl,0,0.0,2-,-29798.116,,2234.16,chart,False,False,B-,B- = 100 
17,21,38,Cl,1,671.365,5-,-29126.751,,0.715,wallet,False,False,IT,IT = 100 
17,22,39,Cl,0,0.0,3/2+,-29800.218,,3372.0,chart,False,False,B-,B- = 100 
17,23,40,Cl,0,0.0,2-,-27557.818,,79.80000000000001,chart,False,False,B-,B- = 100 
17,24,41,Cl,0,0.0,(1/2+),-27307.192,,38.4,chart,False,False,B-,B- = 100 
17,25,42,Cl,0,0.0,(2-),-24831.77,,6.8,chart,False,False,B-,"B- = 100 ,B-n?"
17,26,43,Cl,0,0.0,(3/2+),-24159.51,,3.13,chart,False,False,B-,"B- = 100,B-n?"
17,27,44,Cl,0,0.0,(2-),-20478.973,,0.542,chart,False,False,B-,"B- = 100,B-n = 8 "
17,28,45,Cl,0,0.0,(3/2+),-18262.544,,0.413,chart,False,False,B-,"B- = 100,B-n = 24 4"
17,29,46,Cl,0,0.0,,-13734.949,,0.232,chart,False,False,B-,"B-n = 60 9,B-2n?,B- = 100"
17,30,47,Cl,0,0.0,"(1/2+),(3/2+)",-9580.0,,0.101,chart,False,False,B-,"B-n = 3 ,B-2n?,B- = 100"
17,31,48,Cl,0,0.0,,-4280.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
17,32,49,Cl,0,0.0,,740.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
17,33,50,Cl,0,0.0,,7700.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
17,34,51,Cl,0,0.0,,14290.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
17,35,52,Cl,0,0.0,,22360.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
18,11,29,Ar,0,0.0,,37969.0,,,none,False,False,OTHER,2p = 100
18,12,30,Ar,0,0.0,0+,22071.0,,1e-11,chart,False,False,OTHER,2p = 100
18,13,31,Ar,0,0.0,5/2+,11325.0,,0.015,chart,False,False,EC_BP,"ECa = 0.03 ,2p = 0.0006 ,ECp = 68.3 0.3,EC2p = 8.9 0.2,ECap = 0.38 ,EC3p = 0.07 0.02,EC+B+ = 100"
18,14,32,Ar,0,0.0,0+,-2200.352,,0.098,chart,False,False,EC_BP,"ECp = 35.58 0.22,EC+B+ = 100"
18,15,33,Ar,0,0.0,1/2+,-9384.295,,0.173,chart,False,False,EC_BP,"ECp = 38.7 1,EC+B+ = 100 "
18,16,34,Ar,0,0.0,0+,-18378.293,,0.8464600000000001,chart,False,False,EC_BP,EC+B+ = 100 
18,17,35,Ar,0,0.0,3/2+,-23047.289,,1.7754,chart,False,False,EC_BP,EC+B+ = 100 
18,18,36,Ar,0,0.0,0+,-30231.542,0.3336,,none,True,False,STABLE,
18,19,37,Ar,0,0.0,3/2+,-30947.679,,3024864.0,chart,False,False,EC_BP,EC = 100 
18,20,38,Ar,0,0.0,0+,-34714.827,0.0629,,none,True,False,STABLE,
18,21,39,Ar,0,0.0,7/2-,-33242.195,,8457436800.0,chart,False,False,B-,B- = 100 
18,22,40,Ar,0,0.0,0+,-35039.89997,99.6035,,none,True,False,STABLE,
18,23,41,Ar,0,0.0,7/2-,-33067.51,,6576.6,chart,False,False,B-,B- = 100 
18,24,42,Ar,0,0.0,0+,-34422.678,,1038245040.0,chart,False,False,B-,B- = 100 
18,25,43,Ar,0,0.0,5/2(-),-32009.811,,322.2,chart,False,False,B-,B- = 100 
18,26,44,Ar,0,0.0,0+,-32673.26,,712.1999999999999,chart,False,False,B-,B- = 100 
18,27,45,Ar,0,0.0,7/2-,-29770.801,,21.48,chart,False,False,B-,B- = 100 
18,28,46,Ar,0,0.0,0+,-29771.255,,8.4,chart,False,False,B-,B- = 100 
18,29,47,Ar,0,0.0,3/2-,-25367.274,,1.23,chart,False,False,B-,"B- = 100,B-n = 0.2 "
18,30,48,Ar,0,0.0,0+,-22354.927,,0.416,chart,False,False,B-,"B- = 100,B-n = 38 6"
18,31,49,Ar,0,0.0,,-17060.0,,0.236,chart,False,False,B-,"B-n = 29 6,B-2n?,B- = 100"
18,32,50,Ar,0,0.0,0+,-13230.0,,0.105,chart,False,False,B-,"B-n = 37 7,B-2n?,B- = 100"
18,33,51,Ar,0,0.0,,-6490.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
18,34,52,Ar,0,0.0,0+,-1380.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
18,35,53,Ar,0,0.0,,6791.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
18,36,54,Ar,0,0.0,0+,12560.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
19,12,31,K,0,0.0,,34260.0,,1e-11,chart,False,False,OTHER,3p = 100
19,16,35,K,0,0.0,(3/2)+,-11172.893,,0.178,chart,False,False,EC_BP,"ECp = 0.37 0.15,EC+B+ = 100 "
19,17,36,K,0,0.0,2+,-17417.182,,0.341,chart,False,False,EC_BP,"ECa = 0.0034 0.0013,EC+B+ = 100 ,ECp = 0.048 0.014"
19,18,37,K,0,0.0,3/2+,-24800.201,,1.23647,chart,False,False,EC_BP,EC+B+ = 100 
19,19,38,K,0,0.0,3+,-28800.76,,458.7,chart,False,False,EC_BP,EC+B+ = 100 
19,19,38,K,1,130.22,0+,-28670.54,,0.9244,wallet,False,False,EC_BP,"IT = 0.033 0.0043,EC+B+ = 99.967 0.0043"
19,20,39,K,0,0.0,3/2+,-33807.19535,93.2581,,none,True,False,STABLE,
19,21,40,K,0,0.0,4-,-33535.497,0.0117,3.93838848e+16,chart,False,False,B-,"B- = 89.28 0.11,EC+B+ = 10.72 0.11"
19,22,41,K,0,0.0,3/2+,-35559.5488,6.7302,,none,True,False,STABLE,
19,23,42,K,0,0.0,2-,-35022.031,,44492.4,chart,False,False,B-,B- = 100 
19,24,43,K,0,0.0,3/2+,-36575.394,,80208.0,chart,False,False,B-,B- = 100 
19,25,44,K,0,0.0,2-,-35781.498,,1327.8,chart,False,False,B-,B- = 100 
19,26,45,K,0,0.0,3/2+,-36615.643,,1067.4,chart,False,False,B-,B- = 100 
19,27,46,K,0,0.0,2-,-35413.929,,96.31,chart,False,False,B-,B- = 100 
19,28,47,K,0,0.0,1/2+,-35711.982,,17.38,chart,False,False,B-,B- = 100 
19,29,48,K,0,0.0,1(-),-32284.482,,6.8,chart,False,False,B-,"B- = 100,B-n = 1.14 0.15"
19,30,49,K,0,0.0,1/2+,-29611.496,,1.26,chart,False,False,B-,"B- = 100,B-n = 86 9"
19,31,50,K,0,0.0,0(-),-25727.853,,0.472,chart,False,False,B-,"B-n = 29 3,B-2n?,B- = 100"
19,32,51,K,0,0.0,3/2+,-22515.457,,0.365,chart,False,False,B-,"B-n = 65 6,B-2n?,B- = 100"
19,33,52,K,0,0.0,2-,-17137.628,,0.11,chart,False,False,B-,"B-n = 74 9,B-2n = 2.3 0.3,B- = 100"
19,34,53,K,0,0.0,(3/2+),-12295.722,,0.03,chart,False,False,B-,"B-n = 75 10,B-2n = 10 ,B- = 100"
19,35,54,K,0,0.0,,-5150.0,,0.01,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
19,36,55,K,0,0.0,,470.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
19,37,56,K,0,0.0,,7980.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
19,38,57,K,0,0.0,,14130.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
19,40,59,K,0,0.0,,28750.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
20,15,35,Ca,0,0.0,(1/2+),5190.0,,0.0257,chart,False,False,EC_BP,"EC2p = 4.1 0.6,EC+B+ = 100 ,ECp = 95.9 1.4"
20,16,36,Ca,0,0.0,0+,-6451.166,,0.1008,chart,False,False,EC_BP,"ECp = 51.2 1,EC+B+ = 100 "
20,17,37,Ca,0,0.0,(3/2+),-13136.07,,0.181,chart,False,False,EC_BP,"ECp = 72 1.6,EC+B+ = 100"
20,18,38,Ca,0,0.0,0+,-22058.503,,0.44377,chart,False,False,EC_BP,EC+B+ = 100 
20,19,39,Ca,0,0.0,3/2+,-27282.707,,0.8603,chart,False,False,EC_BP,EC+B+ = 100 
20,20,40,Ca,0,0.0,0+,-34846.402,96.941,,none,True,False,STABLE,
20,21,41,Ca,0,0.0,7/2-,-35137.908,,3136825440000.0,chart,False,False,EC_BP,EC = 100 
20,22,42,Ca,0,0.0,0+,-38547.293,0.647,,none,True,False,STABLE,
20,23,43,Ca,0,0.0,7/2-,-38408.873,0.135,,none,True,False,STABLE,
20,24,44,Ca,0,0.0,0+,-41468.73,2.086,,none,True,False,STABLE,
20,25,45,Ca,0,0.0,7/2-,-40812.23,,14049504.000000002,chart,False,False,B-,B- = 100 
20,26,46,Ca,0,0.0,0+,-43139.61,0.004,,none,True,False,STABLE,
20,27,47,Ca,0,0.0,7/2-,-42344.665,,391910.4,chart,False,False,B-,B- = 100 
20,28,48,Ca,0,0.0,0+,-44224.868,0.187,1.7672256e+27,chart,False,False,OTHER,"B-?,2B- = 0 "
20,29,49,Ca,0,0.0,3/2-,-41300.003,,523.08,chart,False,False,B-,B- = 100 
20,30,50,Ca,0,0.0,0+,-39589.23,,13.45,chart,False,False,B-,B- = 100 
20,31,51,Ca,0,0.0,3/2(-),-36332.31,,10.0,chart,False,False,B-,"B- = 100,B-n?"
20,32,52,Ca,0,0.0,0+,-34266.272,,4.6,chart,False,False,B-,"B- = 100,B-n = 2 "
20,33,53,Ca,0,0.0,(1/2-),-29387.707,,0.461,chart,False,False,B-,"B- = 100,B-n = 40 10"
20,34,54,Ca,0,0.0,0+,-25160.587,,0.09,chart,False,False,B-,"B- = 100,B-n?"
20,35,55,Ca,0,0.0,,-18650.375,,0.022,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
20,36,56,Ca,0,0.0,0+,-13510.39,,0.011,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
20,37,57,Ca,0,0.0,,-6560.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
20,38,58,Ca,0,0.0,0+,-1530.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
20,39,59,Ca,0,0.0,,5810.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
20,40,60,Ca,0,0.0,0+,11000.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
21,18,39,Sc,0,0.0,,-14172.726,,,none,False,False,OTHER,p = 100
21,19,40,Sc,0,0.0,4-,-20523.353,,0.1824,chart,False,False,EC_BP,"ECa = 0.017 0.005,EC+B+ = 100 ,ECp = 0.44 0.07"
21,20,41,Sc,0,0.0,7/2-,-28642.36,,0.5962999999999999,chart,False,False,EC_BP,EC+B+ = 100 
21,21,42,Sc,0,0.0,0+,-32121.003,,0.68079,chart,False,False,EC_BP,EC+B+ = 100 
21,21,42,Sc,1,616.771,7+,-31504.232,,61.7,wallet,False,False,EC_BP,EC+B+ = 100 
21,22,43,Sc,0,0.0,7/2-,-36188.15,,14007.6,chart,False,False,EC_BP,EC+B+ = 100 
21,23,44,Sc,0,0.0,2+,-37816.035,,14551.2,chart,False,False,EC_BP,EC+B+ = 100 
21,23,44,Sc,1,271.24,6+,-37544.795000000006,,211032.0,wallet,False,False,IT,"IT = 98.77 0.01,EC+B+ = 1.23 0.01"
21,24,45,Sc,0,0.0,7/2-,-41072.321,100.0,,none,True,False,STABLE,
21,24,45,Sc,1,12.4,3/2+,-41059.921,,0.32580000000000003,wallet,False,False,IT,IT = 100 
21,25,46,Sc,0,0.0,4+,-41761.643,,7241011.2,chart,False,False,B-,B- = 100 
21,25,46,Sc,1,142.528,1-,-41619.115,,18.746,wallet,False,False,IT,IT = 100 
21,26,47,Sc,0,0.0,7/2-,-44336.842,,289362.24,chart,False,False,B-,B- = 100 
21,27,48,Sc,0,0.0,6+,-44504.083,,157356.0,chart,False,False,B-,B- = 100 
21,28,49,Sc,0,0.0,7/2-,-46562.447,,3432.0,chart,False,False,B-,B- = 100 
21,29,50,Sc,0,0.0,5+,-44537.12,,102.5,chart,False,False,B-,B- = 100
21,29,50,Sc,1,256.895,2+,-44280.225000000006,,0.35,wallet,False,False,IT,"B- = 1 ,IT = 99 "
21,30,51,Sc,0,0.0,(7/2)-,-43250.353,,12.5,chart,False,False,B-,"B- = 100,B-n?"
21,31,52,Sc,0,0.0,3(+),-40523.56,,8.2,chart,False,False,B-,"B- = 100,B-n?"
21,32,53,Sc,0,0.0,(7/2-),-38769.555,,2.4,chart,False,False,B-,"B- = 100,B-n?"
21,33,54,Sc,0,0.0,(3)+,-34437.934,,0.526,chart,False,False,B-,"B- = 100,B-n = 16 9"
21,34,55,Sc,0,0.0,(7/2-),-30842.108,,0.092,chart,False,False,B-,"B- = 100,B-n = 17 7"
21,35,56,Sc,0,0.0,(1+),-25515.848,,0.026,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
21,36,57,Sc,0,0.0,,-21379.653,,0.02,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
21,37,58,Sc,0,0.0,,-15479.569,,0.012,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
21,38,59,Sc,0,0.0,,-10829.55,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
21,39,60,Sc,0,0.0,,-4550.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
21,40,61,Sc,0,0.0,,500.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
21,41,62,Sc,0,0.0,,7310.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
22,17,39,Ti,0,0.0,,2500.0,,0.0285,chart,False,False,EC_BP,"EC2p = 0 ,EC+B+ = 100,ECp = 93.7 2.8"
22,18,40,Ti,0,0.0,0+,-8993.439,,0.0524,chart,False,False,EC_BP,"ECp = 95.8 1.3,EC+B+ = 100 "
22,19,41,Ti,0,0.0,3/2+,-15697.539,,0.0819,chart,False,False,EC_BP,"ECp ~ 100 ,EC+B+ = 100"
22,20,42,Ti,0,0.0,0+,-25104.353,,0.20834,chart,False,False,EC_BP,EC+B+ = 100 
22,21,43,Ti,0,0.0,7/2-,-29315.591,,0.509,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 "
22,22,44,Ti,0,0.0,0+,-37548.586,,1865054160.0,chart,False,False,EC_BP,EC = 100 
22,23,45,Ti,0,0.0,7/2-,-39010.266,,11088.0,chart,False,False,EC_BP,EC+B+ = 100 
22,24,46,Ti,0,0.0,0+,-44128.269,8.25,,none,True,False,STABLE,
22,25,47,Ti,0,0.0,5/2-,-44937.612,7.44,,none,True,False,STABLE,
22,26,48,Ti,0,0.0,0+,-48492.952,73.72,,none,True,False,STABLE,
22,27,49,Ti,0,0.0,7/2-,-48564.012,5.41,,none,True,False,STABLE,
22,28,50,Ti,0,0.0,0+,-51431.867,5.18,,none,True,False,STABLE,
22,29,51,Ti,0,0.0,3/2-,-49732.965,,345.36,chart,False,False,B-,B- = 100
22,30,52,Ti,0,0.0,0+,-49477.698,,102.0,chart,False,False,B-,B- = 100
22,31,53,Ti,0,0.0,3/2-,-46881.433,,32.7,chart,False,False,B-,B- = 100
22,32,54,Ti,0,0.0,0+,-45743.812,,1.6,chart,False,False,B-,B- = 100
22,33,55,Ti,0,0.0,(1/2)-,-41832.469,,1.3,chart,False,False,B-,B- = 100
22,34,56,Ti,0,0.0,0+,-39422.995,,0.199,chart,False,False,B-,"B- = 100,B-n?"
22,35,57,Ti,0,0.0,,-34401.848,,0.094,chart,False,False,B-,"B- = 100,B-n?"
22,36,58,Ti,0,0.0,0+,-30917.668,,0.055,chart,False,False,B-,"B- = 100,B-n?"
22,37,59,Ti,0,0.0,,-25880.0,,0.0285,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
22,38,60,Ti,0,0.0,0+,-22099.698,,0.0222,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
22,39,61,Ti,0,0.0,,-16370.0,,0.015,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
22,40,62,Ti,0,0.0,0+,-12200.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
22,41,63,Ti,0,0.0,,-5860.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
22,42,64,Ti,0,0.0,0+,-1480.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
23,19,42,V,0,0.0,,-7620.0,,,none,False,False,OTHER,p?
23,20,43,V,0,0.0,,-17916.358,,0.0793,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 "
23,21,44,V,0,0.0,2+,-23808.079,,0.111,chart,False,False,EC_BP,"ECa?,EC+B+ = 100,ECp?"
23,21,44,V,1,267.0,6+,-23541.079,,0.15,wallet,False,False,EC_BP,EC+B+ = 100 
23,22,45,V,0,0.0,7/2-,-31886.441,,0.546,chart,False,False,EC_BP,EC+B+ = 100 
23,23,46,V,0,0.0,0+,-37075.897,,0.42262,chart,False,False,EC_BP,EC+B+ = 100 
23,24,47,V,0,0.0,3/2-,-42007.07,,1956.0,chart,False,False,EC_BP,EC+B+ = 100 
23,25,48,V,0,0.0,4+,-44478.005,,1380153.6,chart,False,False,EC_BP,EC+B+ = 100 
23,26,49,V,0,0.0,7/2-,-47962.157,,28512000.0,chart,False,False,EC_BP,EC = 100 
23,27,50,V,0,0.0,6+,-49223.24,0.25,8.465611560835857e+24,chart,False,False,EC_BP,"B- = 1.4 ,EC+B+ = 98.6 "
23,28,51,V,0,0.0,7/2-,-52203.105,99.75,,none,True,False,STABLE,
23,29,52,V,0,0.0,3+,-51443.032,,224.58,chart,False,False,B-,B- = 100
23,30,53,V,0,0.0,7/2-,-51851.675,,92.22,chart,False,False,B-,B- = 100
23,31,54,V,0,0.0,3+,-49898.267,,49.8,chart,False,False,B-,B- = 100
23,32,55,V,0,0.0,(7/2-),-49125.136,,6.54,chart,False,False,B-,B- = 100
23,33,56,V,0,0.0,1+,-46183.401,,0.218,chart,False,False,B-,"B- = 100,B-n?"
23,34,57,V,0,0.0,,-44435.063,,0.347,chart,False,False,B-,"B- = 100,B-n?"
23,35,58,V,0,0.0,,-40430.584,,0.192,chart,False,False,B-,"B- = 100,B-n?"
23,36,59,V,0,0.0,,-37610.617,,0.096,chart,False,False,B-,"B- = 100,B-n = 3 "
23,37,60,V,0,0.0,,-33087.402,,0.122,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
23,37,60,V,1,0.0,,-33087.402,,0.04,wallet,False,False,B-,"IT?,B-2n?,B- = 100,B-n?"
23,38,61,V,0,0.0,(3/2-),-30177.121,,0.0482,chart,False,False,B-,"B-n = 14.5 2,B-2n?,B- = 100"
23,39,62,V,0,0.0,,-25213.164,,0.0336,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
23,40,63,V,0,0.0,"(3/2-),(5/2-)",-21740.141,,0.0196,chart,False,False,B-,"B- = 100,B-n = 35 "
23,41,64,V,0,0.0,"(1),(2)",-16320.0,,0.015,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
23,42,65,V,0,0.0,,-12110.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
23,43,66,V,0,0.0,,-6300.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
23,44,67,V,0,0.0,,-1744.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
24,18,42,Cr,0,0.0,0+,7060.0,,0.0133,chart,False,False,EC_BP,"2p?,EC+B+ = 100,ECp = 94.4 5"
24,19,43,Cr,0,0.0,(3/2+),-1970.0,,0.0211,chart,False,False,EC_BP,"EC+B+ = 100,ECp = 79.3 3,EC3p = 0.13 +0.18-0.08,EC2p = 11.6 1"
24,20,44,Cr,0,0.0,0+,-13421.899,,0.0428,chart,False,False,EC_BP,"ECp = 12 2,EC+B+ = 100"
24,21,45,Cr,0,0.0,(7/2-),-19514.801,,0.0609,chart,False,False,EC_BP,"ECp = 34.4 0.8,EC+B+ = 100"
24,22,46,Cr,0,0.0,0+,-29471.57,,0.2443,chart,False,False,EC_BP,EC+B+ = 100 
24,23,47,Cr,0,0.0,3/2-,-34563.093,,0.4606,chart,False,False,EC_BP,EC+B+ = 100 
24,24,48,Cr,0,0.0,0+,-42821.313,,77616.0,chart,False,False,EC_BP,EC+B+ = 100 
24,25,49,Cr,0,0.0,5/2-,-45332.352,,2538.0,chart,False,False,EC_BP,EC+B+ = 100 
24,26,50,Cr,0,0.0,0+,-50261.364,4.345,,none,True,False,STABLE,
24,27,51,Cr,0,0.0,7/2-,-51450.715,,2393314.56,chart,False,False,EC_BP,EC = 100
24,28,52,Cr,0,0.0,0+,-55419.508,83.789,,none,True,False,STABLE,
24,29,53,Cr,0,0.0,3/2-,-55287.618,9.501,,none,True,False,STABLE,
24,30,54,Cr,0,0.0,0+,-56935.379,2.365,,none,True,False,STABLE,
24,31,55,Cr,0,0.0,3/2-,-55110.324,,209.88,chart,False,False,B-,B- = 100
24,32,56,Cr,0,0.0,0+,-55285.128,,356.40000000000003,chart,False,False,B-,B- = 100
24,33,57,Cr,0,0.0,3/2-,-52524.985,,21.1,chart,False,False,B-,B- = 100
24,34,58,Cr,0,0.0,0+,-51991.808,,7.0,chart,False,False,B-,B- = 100
24,35,59,Cr,0,0.0,(1/2-),-48115.931,,1.05,chart,False,False,B-,B- = 100
24,36,60,Cr,0,0.0,0+,-46908.5,,0.49,chart,False,False,B-,"B- = 100,B-n?"
24,37,61,Cr,0,0.0,(3/2-),-42496.502,,0.243,chart,False,False,B-,"B- = 100,B-n?"
24,38,62,Cr,0,0.0,0+,-40852.611,,0.206,chart,False,False,B-,"B- = 100,B-n?"
24,39,63,Cr,0,0.0,,-36178.299,,0.129,chart,False,False,B-,"B- = 100,B-n?"
24,40,64,Cr,0,0.0,0+,-33639.978,,0.043,chart,False,False,B-,"B- = 100,B-n?"
24,41,65,Cr,0,0.0,,-28310.0,,0.028,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
24,42,66,Cr,0,0.0,0+,-25140.0,,0.024,chart,False,False,B-,"B-n?,B-2n?,B- = 100"
24,43,67,Cr,0,0.0,,-19270.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
24,44,68,Cr,0,0.0,0+,-15690.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
24,45,69,Cr,0,0.0,,-9630.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100"
