Z,N,A,element,name,spin_parity,mass_excess_keV,abundance,half_life_s,half_life_source,is_stable,is_resonance,dominant_mode,decay_modes_raw,N_over_Z
14,30,44,Si,44Si,0+,29310.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.142857142857143
15,10,25,P,25P,(1/2+),20190.0,,3.8e-08,chart,False,False,OTHER,p = 100 ,0.6666666666666666
15,11,26,P,26P,(3)+,10973.0,,0.0436,chart,False,False,EC_BP,"EC2p = 1.99 0.29,EC+B+ = 100,ECp = 35.2 1.6",0.7333333333333333
15,12,27,P,27P,1/2+,-659.032,,0.26,chart,False,False,EC_BP,"ECp ~ 0.07 ,EC+B+ = 100",0.8
15,13,28,P,28P,3+,-7147.856,,0.2703,chart,False,False,EC_BP,"ECa = 0.00086 0.00025,EC+B+ = 100,ECp = 0.0013 0.0004",0.8666666666666667
15,14,29,P,29P,1/2+,-16952.849,,4.1022,chart,False,False,EC_BP,EC+B+ = 100 ,0.9333333333333333
15,15,30,P,30P,1+,-20200.856,,150.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.0
15,16,31,P,31P,1/2+,-24440.54442,100.0,,none,True,False,STABLE,,1.0666666666666667
15,17,32,P,32P,1+,-24304.876,,1232668.8,chart,False,False,B-,B- = 100 ,1.1333333333333333
15,18,33,P,33P,1/2+,-26337.35,,2190240.0,chart,False,False,B-,B- = 100 ,1.2
15,19,34,P,34P,1+,-24548.702,,12.43,chart,False,False,B-,B- = 100 ,1.2666666666666666
15,20,35,P,35P,1/2+,-24857.809,,47.3,chart,False,False,B-,B- = 100 ,1.3333333333333333
15,21,36,P,36P,4-,-20251.045,,5.6,chart,False,False,B-,"B- = 100,B-n?",1.4
15,22,37,P,37P,(1/2+),-18996.012,,2.31,chart,False,False,B-,"B- = 100,B-n?",1.4666666666666666
15,23,38,P,38P,(2-),-14621.565,,0.64,chart,False,False,B-,"B- = 100,B-n = 12 5",1.5333333333333334
15,24,39,P,39P,(1/2+),-12774.636,,0.204,chart,False,False,B-,"B- = 100,B-n = 26 8",1.6
15,25,40,P,40P,(2-),-8139.189,,0.15,chart,False,False,B-,"B-n = 15.8 2.1,B-2n?,B- = 100",1.6666666666666667
15,26,41,P,41P,(1/2+),-4979.767,,0.101,chart,False,False,B-,"B-n = 30 10,B-2n?,B- = 100",1.7333333333333334
15,27,42,P,42P,,1091.842,,0.0485,chart,False,False,B-,"B-n = 50 20,B-2n?,B- = 100",1.8
15,28,43,P,43P,1/2+,5040.0,,0.0365,chart,False,False,B-,"B-n = 100,B-2n?,B- = 100",1.8666666666666667
15,29,44,P,44P,,11110.0,,0.0182,chart,False,False,B-,"B-n = 75 8,B-2n?,B- = 100",1.9333333333333333
15,30,45,P,45P,,15960.0,,0.024,chart,False,False,B-,"B-n?,B-2n?,B- = 100",2.0
15,31,46,P,46P,,22840.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100 ",2.066666666666667
15,32,47,P,47P,,28810.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.1333333333333333
16,10,26,S,26S,0+,27680.0,,7.9e-08,chart,False,False,OTHER,p?,0.625
16,11,27,S,27S,(5/2+),17491.0,,0.0163,chart,False,False,EC_BP,"EC2p = 3 0.6,EC+B+ = 100 ,ECp = 61 3",0.6875
16,12,28,S,28S,0+,4073.203,,0.125,chart,False,False,EC_BP,"ECp = 20.7 2,EC+B+ = 100 ",0.75
16,13,29,S,29S,(5/2+),-3094.423,,0.188,chart,False,False,EC_BP,"ECp = 47 5,EC+B+ = 100",0.8125
16,14,30,S,30S,0+,-14059.254,,1.17976,chart,False,False,EC_BP,EC+B+ = 100 ,0.875
16,15,31,S,31S,1/2+,-19042.531,,2.5534,chart,False,False,EC_BP,EC+B+ = 100 ,0.9375
16,16,32,S,32S,0+,-26015.53714,94.85,,none,True,False,STABLE,,1.0
16,17,33,S,33S,3/2+,-26585.8583,0.763,,none,True,False,STABLE,,1.0625
16,18,34,S,34S,0+,-29931.689,4.365,,none,True,False,STABLE,,1.125
16,19,35,S,35S,3/2+,-28846.21,,7547039.999999999,chart,False,False,B-,B- = 100 ,1.1875
16,20,36,S,36S,0+,-30664.141,0.0158,,none,True,False,STABLE,,1.25
16,21,37,S,37S,7/2-,-26896.426,,303.0,chart,False,False,B-,B- = 100 ,1.3125
16,22,38,S,38S,0+,-26861.216,,10218.0,chart,False,False,B-,B- = 100 ,1.375
16,23,39,S,39S,(7/2)-,-23162.672,,11.5,chart,False,False,B-,B- = 100 ,1.4375
16,24,40,S,40S,0+,-22837.85,,8.8,chart,False,False,B-,B- = 100 ,1.5
16,25,41,S,41S,"(5/2-),(7/2-)",-19008.58,,2.6,chart,False,False,B-,"B- = 100,B-n?",1.5625
16,26,42,S,42S,0+,-17637.748,,1.016,chart,False,False,B-,"B- = 100,B-n = 1 ",1.625
16,27,43,S,43S,3/2-,-12195.461,,0.265,chart,False,False,B-,"B- = 100,B-n = 40 10",1.6875
16,28,44,S,44S,0+,-9204.236,,0.1245,chart,False,False,B-,"B- = 100,B-n = 29 6",1.75
16,29,45,S,45S,(3/2-),-3340.0,,0.068,chart,False,False,B-,"B-n = 54 10,B-2n?,B- = 100",1.8125
16,30,46,S,46S,0+,640.0,,0.05,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.875
16,31,47,S,47S,,7200.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9375
16,32,48,S,48S,0+,12390.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.0
16,33,49,S,49S,,20391.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.0625
17,11,28,Cl,28Cl,,28270.0,,,none,False,False,OTHER,p = 100,0.6470588235294118
17,12,29,Cl,29Cl,(1/2+),14022.0,,2e-08,chart,False,False,OTHER,p = 100,0.7058823529411765
17,13,30,Cl,30Cl,(3+),4674.548,,3.0000000000000004e-08,chart,False,False,OTHER,p = 100,0.7647058823529411
17,14,31,Cl,31Cl,3/2+,-7034.552,,0.19,chart,False,False,EC_BP,"ECp = 2.4 0.2,EC+B+ = 100 ",0.8235294117647058
17,15,32,Cl,32Cl,1+,-13334.706,,0.2991,chart,False,False,EC_BP,"ECa = 0.054 0.008,EC+B+ = 100 ,ECp = 0.026 0.005",0.8823529411764706
17,16,33,Cl,33Cl,3/2+,-21003.34,,2.506,chart,False,False,EC_BP,EC+B+ = 100 ,0.9411764705882353
17,17,34,Cl,34Cl,0+,-24440.086,,1.5265,chart,False,False,EC_BP,EC+B+ = 100 ,1.0
17,18,35,Cl,35Cl,3/2+,-29013.532,75.8,,none,True,False,STABLE,,1.0588235294117647
17,19,36,Cl,36Cl,2+,-29522.008,,9691812324000.0,chart,False,False,B-,"B- = 98.1 0.1,EC+B+ = 1.9 0.1",1.1176470588235294
17,20,37,Cl,37Cl,3/2+,-31761.552,24.2,,none,True,False,STABLE,,1.1764705882352942
17,21,38,Cl,38Cl,2-,-29798.116,,2234.16,chart,False,False,B-,B- = 100 ,1.2352941176470589
17,22,39,Cl,39Cl,3/2+,-29800.218,,3372.0,chart,False,False,B-,B- = 100 ,1.2941176470588236
17,23,40,Cl,40Cl,2-,-27557.818,,79.80000000000001,chart,False,False,B-,B- = 100 ,1.3529411764705883
17,24,41,Cl,41Cl,(1/2+),-27307.192,,38.4,chart,False,False,B-,B- = 100 ,1.411764705882353
17,25,42,Cl,42Cl,(2-),-24831.77,,6.8,chart,False,False,B-,"B- = 100 ,B-n?",1.4705882352941178
17,26,43,Cl,43Cl,(3/2+),-24159.51,,3.13,chart,False,False,B-,"B- = 100,B-n?",1.5294117647058822
17,27,44,Cl,44Cl,(2-),-20478.973,,0.542,chart,False,False,B-,"B- = 100,B-n = 8 ",1.588235294117647
17,28,45,Cl,45Cl,(3/2+),-18262.544,,0.413,chart,False,False,B-,"B- = 100,B-n = 24 4",1.6470588235294117
17,29,46,Cl,46Cl,,-13734.949,,0.232,chart,False,False,B-,"B-n = 60 9,B-2n?,B- = 100",1.7058823529411764
17,30,47,Cl,47Cl,"(1/2+),(3/2+)",-9580.0,,0.101,chart,False,False,B-,"B-n = 3 ,B-2n?,B- = 100",1.7647058823529411
17,31,48,Cl,48Cl,,-4280.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8235294117647058
17,32,49,Cl,49Cl,,740.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8823529411764706
17,33,50,Cl,50Cl,,7700.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9411764705882353
17,34,51,Cl,51Cl,,14290.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.0
17,35,52,Cl,52Cl,,22360.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.0588235294117645
18,11,29,Ar,29Ar,,37969.0,,,none,False,False,OTHER,2p = 100,0.6111111111111112
18,12,30,Ar,30Ar,0+,22071.0,,1e-11,chart,False,False,OTHER,2p = 100,0.6666666666666666
18,13,31,Ar,31Ar,5/2+,11325.0,,0.015,chart,False,False,EC_BP,"ECa = 0.03 ,2p = 0.0006 ,ECp = 68.3 0.3,EC2p = 8.9 0.2,ECap = 0.38 ,EC3p = 0.07 0.02,EC+B+ = 100",0.7222222222222222
18,14,32,Ar,32Ar,0+,-2200.352,,0.098,chart,False,False,EC_BP,"ECp = 35.58 0.22,EC+B+ = 100",0.7777777777777778
18,15,33,Ar,33Ar,1/2+,-9384.295,,0.173,chart,False,False,EC_BP,"ECp = 38.7 1,EC+B+ = 100 ",0.8333333333333334
18,16,34,Ar,34Ar,0+,-18378.293,,0.8464600000000001,chart,False,False,EC_BP,EC+B+ = 100 ,0.8888888888888888
18,17,35,Ar,35Ar,3/2+,-23047.289,,1.7754,chart,False,False,EC_BP,EC+B+ = 100 ,0.9444444444444444
18,18,36,Ar,36Ar,0+,-30231.542,0.3336,,none,True,False,STABLE,,1.0
18,19,37,Ar,37Ar,3/2+,-30947.679,,3024864.0,chart,False,False,EC_BP,EC = 100 ,1.0555555555555556
18,20,38,Ar,38Ar,0+,-34714.827,0.0629,,none,True,False,STABLE,,1.1111111111111112
18,21,39,Ar,39Ar,7/2-,-33242.195,,8457436800.0,chart,False,False,B-,B- = 100 ,1.1666666666666667
18,22,40,Ar,40Ar,0+,-35039.89997,99.6035,,none,True,False,STABLE,,1.2222222222222223
18,23,41,Ar,41Ar,7/2-,-33067.51,,6576.6,chart,False,False,B-,B- = 100 ,1.2777777777777777
18,24,42,Ar,42Ar,0+,-34422.678,,1038245040.0,chart,False,False,B-,B- = 100 ,1.3333333333333333
18,25,43,Ar,43Ar,5/2(-),-32009.811,,322.2,chart,False,False,B-,B- = 100 ,1.3888888888888888
18,26,44,Ar,44Ar,0+,-32673.26,,712.1999999999999,chart,False,False,B-,B- = 100 ,1.4444444444444444
18,27,45,Ar,45Ar,7/2-,-29770.801,,21.48,chart,False,False,B-,B- = 100 ,1.5
18,28,46,Ar,46Ar,0+,-29771.255,,8.4,chart,False,False,B-,B- = 100 ,1.5555555555555556
18,29,47,Ar,47Ar,3/2-,-25367.274,,1.23,chart,False,False,B-,"B- = 100,B-n = 0.2 ",1.6111111111111112
18,30,48,Ar,48Ar,0+,-22354.927,,0.416,chart,False,False,B-,"B- = 100,B-n = 38 6",1.6666666666666667
18,31,49,Ar,49Ar,,-17060.0,,0.236,chart,False,False,B-,"B-n = 29 6,B-2n?,B- = 100",1.7222222222222223
18,32,50,Ar,50Ar,0+,-13230.0,,0.105,chart,False,False,B-,"B-n = 37 7,B-2n?,B- = 100",1.7777777777777777
18,33,51,Ar,51Ar,,-6490.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8333333333333333
18,34,52,Ar,52Ar,0+,-1380.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8888888888888888
18,35,53,Ar,53Ar,,6791.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9444444444444444
18,36,54,Ar,54Ar,0+,12560.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.0
19,12,31,K,31K,,34260.0,,1e-11,chart,False,False,OTHER,3p = 100,0.631578947368421
19,16,35,K,35K,(3/2)+,-11172.893,,0.178,chart,False,False,EC_BP,"ECp = 0.37 0.15,EC+B+ = 100 ",0.8421052631578947
19,17,36,K,36K,2+,-17417.182,,0.341,chart,False,False,EC_BP,"ECa = 0.0034 0.0013,EC+B+ = 100 ,ECp = 0.048 0.014",0.8947368421052632
19,18,37,K,37K,3/2+,-24800.201,,1.23647,chart,False,False,EC_BP,EC+B+ = 100 ,0.9473684210526315
19,19,38,K,38K,3+,-28800.76,,458.7,chart,False,False,EC_BP,EC+B+ = 100 ,1.0
19,20,39,K,39K,3/2+,-33807.19535,93.2581,,none,True,False,STABLE,,1.0526315789473684
19,21,40,K,40K,4-,-33535.497,0.0117,3.93838848e+16,chart,False,False,B-,"B- = 89.28 0.11,EC+B+ = 10.72 0.11",1.105263157894737
19,22,41,K,41K,3/2+,-35559.5488,6.7302,,none,True,False,STABLE,,1.1578947368421053
19,23,42,K,42K,2-,-35022.031,,44492.4,chart,False,False,B-,B- = 100 ,1.2105263157894737
19,24,43,K,43K,3/2+,-36575.394,,80208.0,chart,False,False,B-,B- = 100 ,1.263157894736842
19,25,44,K,44K,2-,-35781.498,,1327.8,chart,False,False,B-,B- = 100 ,1.3157894736842106
19,26,45,K,45K,3/2+,-36615.643,,1067.4,chart,False,False,B-,B- = 100 ,1.368421052631579
19,27,46,K,46K,2-,-35413.929,,96.31,chart,False,False,B-,B- = 100 ,1.4210526315789473
19,28,47,K,47K,1/2+,-35711.982,,17.38,chart,False,False,B-,B- = 100 ,1.4736842105263157
19,29,48,K,48K,1(-),-32284.482,,6.8,chart,False,False,B-,"B- = 100,B-n = 1.14 0.15",1.5263157894736843
19,30,49,K,49K,1/2+,-29611.496,,1.26,chart,False,False,B-,"B- = 100,B-n = 86 9",1.5789473684210527
19,31,50,K,50K,0(-),-25727.853,,0.472,chart,False,False,B-,"B-n = 29 3,B-2n?,B- = 100",1.631578947368421
19,32,51,K,51K,3/2+,-22515.457,,0.365,chart,False,False,B-,"B-n = 65 6,B-2n?,B- = 100",1.6842105263157894
19,33,52,K,52K,2-,-17137.628,,0.11,chart,False,False,B-,"B-n = 74 9,B-2n = 2.3 0.3,B- = 100",1.736842105263158
19,34,53,K,53K,(3/2+),-12295.722,,0.03,chart,False,False,B-,"B-n = 75 10,B-2n = 10 ,B- = 100",1.7894736842105263
19,35,54,K,54K,,-5150.0,,0.01,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8421052631578947
19,36,55,K,55K,,470.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.894736842105263
19,37,56,K,56K,,7980.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9473684210526316
19,38,57,K,57K,,14130.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.0
19,40,59,K,59K,,28750.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.1052631578947367
20,15,35,Ca,35Ca,(1/2+),5190.0,,0.0257,chart,False,False,EC_BP,"EC2p = 4.1 0.6,EC+B+ = 100 ,ECp = 95.9 1.4",0.75
20,16,36,Ca,36Ca,0+,-6451.166,,0.1008,chart,False,False,EC_BP,"ECp = 51.2 1,EC+B+ = 100 ",0.8
20,17,37,Ca,37Ca,(3/2+),-13136.07,,0.181,chart,False,False,EC_BP,"ECp = 72 1.6,EC+B+ = 100",0.85
20,18,38,Ca,38Ca,0+,-22058.503,,0.44377,chart,False,False,EC_BP,EC+B+ = 100 ,0.9
20,19,39,Ca,39Ca,3/2+,-27282.707,,0.8603,chart,False,False,EC_BP,EC+B+ = 100 ,0.95
20,20,40,Ca,40Ca,0+,-34846.402,96.941,,none,True,False,STABLE,,1.0
20,21,41,Ca,41Ca,7/2-,-35137.908,,3136825440000.0,chart,False,False,EC_BP,EC = 100 ,1.05
20,22,42,Ca,42Ca,0+,-38547.293,0.647,,none,True,False,STABLE,,1.1
20,23,43,Ca,43Ca,7/2-,-38408.873,0.135,,none,True,False,STABLE,,1.15
20,24,44,Ca,44Ca,0+,-41468.73,2.086,,none,True,False,STABLE,,1.2
20,25,45,Ca,45Ca,7/2-,-40812.23,,14049504.000000002,chart,False,False,B-,B- = 100 ,1.25
20,26,46,Ca,46Ca,0+,-43139.61,0.004,,none,True,False,STABLE,,1.3
20,27,47,Ca,47Ca,7/2-,-42344.665,,391910.4,chart,False,False,B-,B- = 100 ,1.35
20,28,48,Ca,48Ca,0+,-44224.868,0.187,1.7672256e+27,chart,False,False,B-,"B-?,2B- = 0 ",1.4
20,29,49,Ca,49Ca,3/2-,-41300.003,,523.08,chart,False,False,B-,B- = 100 ,1.45
20,30,50,Ca,50Ca,0+,-39589.23,,13.45,chart,False,False,B-,B- = 100 ,1.5
20,31,51,Ca,51Ca,3/2(-),-36332.31,,10.0,chart,False,False,B-,"B- = 100,B-n?",1.55
20,32,52,Ca,52Ca,0+,-34266.272,,4.6,chart,False,False,B-,"B- = 100,B-n = 2 ",1.6
20,33,53,Ca,53Ca,(1/2-),-29387.707,,0.461,chart,False,False,B-,"B- = 100,B-n = 40 10",1.65
20,34,54,Ca,54Ca,0+,-25160.587,,0.09,chart,False,False,B-,"B- = 100,B-n?",1.7
20,35,55,Ca,55Ca,,-18650.375,,0.022,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.75
20,36,56,Ca,56Ca,0+,-13510.39,,0.011,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.8
20,37,57,Ca,57Ca,,-6560.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.85
20,38,58,Ca,58Ca,0+,-1530.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9
20,39,59,Ca,59Ca,,5810.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.95
20,40,60,Ca,60Ca,0+,11000.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",2.0
21,18,39,Sc,39Sc,,-14172.726,,,none,False,False,OTHER,p = 100,0.8571428571428571
21,19,40,Sc,40Sc,4-,-20523.353,,0.1824,chart,False,False,EC_BP,"ECa = 0.017 0.005,EC+B+ = 100 ,ECp = 0.44 0.07",0.9047619047619048
21,20,41,Sc,41Sc,7/2-,-28642.36,,0.5962999999999999,chart,False,False,EC_BP,EC+B+ = 100 ,0.9523809523809523
21,21,42,Sc,42Sc,0+,-32121.003,,0.68079,chart,False,False,EC_BP,EC+B+ = 100 ,1.0
21,22,43,Sc,43Sc,7/2-,-36188.15,,14007.6,chart,False,False,EC_BP,EC+B+ = 100 ,1.0476190476190477
21,23,44,Sc,44Sc,2+,-37816.035,,14551.2,chart,False,False,EC_BP,EC+B+ = 100 ,1.0952380952380953
21,24,45,Sc,45Sc,7/2-,-41072.321,100.0,,none,True,False,STABLE,,1.1428571428571428
21,25,46,Sc,46Sc,4+,-41761.643,,7241011.2,chart,False,False,B-,B- = 100 ,1.1904761904761905
21,26,47,Sc,47Sc,7/2-,-44336.842,,289362.24,chart,False,False,B-,B- = 100 ,1.2380952380952381
21,27,48,Sc,48Sc,6+,-44504.083,,157356.0,chart,False,False,B-,B- = 100 ,1.2857142857142858
21,28,49,Sc,49Sc,7/2-,-46562.447,,3432.0,chart,False,False,B-,B- = 100 ,1.3333333333333333
21,29,50,Sc,50Sc,5+,-44537.12,,102.5,chart,False,False,B-,B- = 100,1.380952380952381
21,30,51,Sc,51Sc,(7/2)-,-43250.353,,12.5,chart,False,False,B-,"B- = 100,B-n?",1.4285714285714286
21,31,52,Sc,52Sc,3(+),-40523.56,,8.2,chart,False,False,B-,"B- = 100,B-n?",1.4761904761904763
21,32,53,Sc,53Sc,(7/2-),-38769.555,,2.4,chart,False,False,B-,"B- = 100,B-n?",1.5238095238095237
21,33,54,Sc,54Sc,(3)+,-34437.934,,0.526,chart,False,False,B-,"B- = 100,B-n = 16 9",1.5714285714285714
21,34,55,Sc,55Sc,(7/2-),-30842.108,,0.092,chart,False,False,B-,"B- = 100,B-n = 17 7",1.619047619047619
21,35,56,Sc,56Sc,(1+),-25515.848,,0.026,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.6666666666666667
21,36,57,Sc,57Sc,,-21379.653,,0.02,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7142857142857142
21,37,58,Sc,58Sc,,-15479.569,,0.012,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7619047619047619
21,38,59,Sc,59Sc,,-10829.55,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8095238095238095
21,39,60,Sc,60Sc,,-4550.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8571428571428572
21,40,61,Sc,61Sc,,500.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9047619047619047
21,41,62,Sc,62Sc,,7310.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9523809523809523
22,17,39,Ti,39Ti,,2500.0,,0.0285,chart,False,False,EC_BP,"EC2p = 0 ,EC+B+ = 100,ECp = 93.7 2.8",0.7727272727272727
22,18,40,Ti,40Ti,0+,-8993.439,,0.0524,chart,False,False,EC_BP,"ECp = 95.8 1.3,EC+B+ = 100 ",0.8181818181818182
22,19,41,Ti,41Ti,3/2+,-15697.539,,0.0819,chart,False,False,EC_BP,"ECp ~ 100 ,EC+B+ = 100",0.8636363636363636
22,20,42,Ti,42Ti,0+,-25104.353,,0.20834,chart,False,False,EC_BP,EC+B+ = 100 ,0.9090909090909091
22,21,43,Ti,43Ti,7/2-,-29315.591,,0.509,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 ",0.9545454545454546
22,22,44,Ti,44Ti,0+,-37548.586,,1865054160.0,chart,False,False,EC_BP,EC = 100 ,1.0
22,23,45,Ti,45Ti,7/2-,-39010.266,,11088.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.0454545454545454
22,24,46,Ti,46Ti,0+,-44128.269,8.25,,none,True,False,STABLE,,1.0909090909090908
22,25,47,Ti,47Ti,5/2-,-44937.612,7.44,,none,True,False,STABLE,,1.1363636363636365
22,26,48,Ti,48Ti,0+,-48492.952,73.72,,none,True,False,STABLE,,1.1818181818181819
22,27,49,Ti,49Ti,7/2-,-48564.012,5.41,,none,True,False,STABLE,,1.2272727272727273
22,28,50,Ti,50Ti,0+,-51431.867,5.18,,none,True,False,STABLE,,1.2727272727272727
22,29,51,Ti,51Ti,3/2-,-49732.965,,345.36,chart,False,False,B-,B- = 100,1.3181818181818181
22,30,52,Ti,52Ti,0+,-49477.698,,102.0,chart,False,False,B-,B- = 100,1.3636363636363635
22,31,53,Ti,53Ti,3/2-,-46881.433,,32.7,chart,False,False,B-,B- = 100,1.4090909090909092
22,32,54,Ti,54Ti,0+,-45743.812,,1.6,chart,False,False,B-,B- = 100,1.4545454545454546
22,33,55,Ti,55Ti,(1/2)-,-41832.469,,1.3,chart,False,False,B-,B- = 100,1.5
22,34,56,Ti,56Ti,0+,-39422.995,,0.199,chart,False,False,B-,"B- = 100,B-n?",1.5454545454545454
22,35,57,Ti,57Ti,,-34401.848,,0.094,chart,False,False,B-,"B- = 100,B-n?",1.5909090909090908
22,36,58,Ti,58Ti,0+,-30917.668,,0.055,chart,False,False,B-,"B- = 100,B-n?",1.6363636363636365
22,37,59,Ti,59Ti,,-25880.0,,0.0285,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.6818181818181819
22,38,60,Ti,60Ti,0+,-22099.698,,0.0222,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7272727272727273
22,39,61,Ti,61Ti,,-16370.0,,0.015,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7727272727272727
22,40,62,Ti,62Ti,0+,-12200.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8181818181818181
22,41,63,Ti,63Ti,,-5860.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8636363636363635
22,42,64,Ti,64Ti,0+,-1480.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9090909090909092
23,19,42,V,42V,,-7620.0,,,none,False,False,OTHER,p?,0.8260869565217391
23,20,43,V,43V,,-17916.358,,0.0793,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 ",0.8695652173913043
23,21,44,V,44V,2+,-23808.079,,0.111,chart,False,False,EC_BP,"ECa?,EC+B+ = 100,ECp?",0.9130434782608695
23,22,45,V,45V,7/2-,-31886.441,,0.546,chart,False,False,EC_BP,EC+B+ = 100 ,0.9565217391304348
23,23,46,V,46V,0+,-37075.897,,0.42262,chart,False,False,EC_BP,EC+B+ = 100 ,1.0
23,24,47,V,47V,3/2-,-42007.07,,1956.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.0434782608695652
23,25,48,V,48V,4+,-44478.005,,1380153.6,chart,False,False,EC_BP,EC+B+ = 100 ,1.0869565217391304
23,26,49,V,49V,7/2-,-47962.157,,28512000.0,chart,False,False,EC_BP,EC = 100 ,1.1304347826086956
23,27,50,V,50V,6+,-49223.24,0.25,8.465611560835857e+24,chart,False,False,EC_BP,"B- = 1.4 ,EC+B+ = 98.6 ",1.173913043478261
23,28,51,V,51V,7/2-,-52203.105,99.75,,none,True,False,STABLE,,1.2173913043478262
23,29,52,V,52V,3+,-51443.032,,224.58,chart,False,False,B-,B- = 100,1.2608695652173914
23,30,53,V,53V,7/2-,-51851.675,,92.22,chart,False,False,B-,B- = 100,1.3043478260869565
23,31,54,V,54V,3+,-49898.267,,49.8,chart,False,False,B-,B- = 100,1.3478260869565217
23,32,55,V,55V,(7/2-),-49125.136,,6.54,chart,False,False,B-,B- = 100,1.391304347826087
23,33,56,V,56V,1+,-46183.401,,0.218,chart,False,False,B-,"B- = 100,B-n?",1.434782608695652
23,34,57,V,57V,,-44435.063,,0.347,chart,False,False,B-,"B- = 100,B-n?",1.4782608695652173
23,35,58,V,58V,,-40430.584,,0.192,chart,False,False,B-,"B- = 100,B-n?",1.5217391304347827
23,36,59,V,59V,,-37610.617,,0.096,chart,False,False,B-,"B- = 100,B-n = 3 ",1.565217391304348
23,37,60,V,60V,,-33087.402,,0.122,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.608695652173913
23,38,61,V,61V,(3/2-),-30177.121,,0.0482,chart,False,False,B-,"B-n = 14.5 2,B-2n?,B- = 100",1.6521739130434783
23,39,62,V,62V,,-25213.164,,0.0336,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.6956521739130435
23,40,63,V,63V,"(3/2-),(5/2-)",-21740.141,,0.0196,chart,False,False,B-,"B- = 100,B-n = 35 ",1.7391304347826086
23,41,64,V,64V,"(1),(2)",-16320.0,,0.015,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7826086956521738
23,42,65,V,65V,,-12110.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.826086956521739
23,43,66,V,66V,,-6300.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.8695652173913044
23,44,67,V,67V,,-1744.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.9130434782608696
24,18,42,Cr,42Cr,0+,7060.0,,0.0133,chart,False,False,EC_BP,"2p?,EC+B+ = 100,ECp = 94.4 5",0.75
24,19,43,Cr,43Cr,(3/2+),-1970.0,,0.0211,chart,False,False,EC_BP,"EC+B+ = 100,ECp = 79.3 3,EC3p = 0.13 +0.18-0.08,EC2p = 11.6 1",0.7916666666666666
24,20,44,Cr,44Cr,0+,-13421.899,,0.0428,chart,False,False,EC_BP,"ECp = 12 2,EC+B+ = 100",0.8333333333333334
24,21,45,Cr,45Cr,(7/2-),-19514.801,,0.0609,chart,False,False,EC_BP,"ECp = 34.4 0.8,EC+B+ = 100",0.875
